"regulatoryGene","targetGene","weight"
"FLNA","IFNG",0.0144624599026783
"ITGAM","CD3E",0.0144609868243686
"GZMK","LGALS1",0.014458983197883
"EEF1B2","APEX1",0.0144588699838756
"SAMD3","FGFBP2",0.0144582056818118
"RSL1D1","FGR",0.0144573140923759
"LTB","EEF2",0.0144555399297461
"IL17RA","FCGR3B",0.0144541459820673
"CTLA4","CD6",0.0144533202211572
"BIN2","MYO1F",0.0144528545517411
"CD6","CD14",0.0144521702955351
"TBX21","FCMR",0.0144517072194428
"RACK1","FGFBP2",0.0144515959414844
"GZMH","CD52",0.0144511247480682
"GNLY","IFNG",0.0144480104227111
"CCR7","FCGR3B",0.0144467697081489
"SAMD3","NKG7",0.0144466146637318
"CD27","CD4",0.0144456096257683
"ACTN1","FLNA",0.0144447989550635
"CCR7","CD4",0.0144440252279518
"CCR7","CD14",0.0144428987630972
"IL2RB","CCR7",0.0144428869893074
"ZNF683","CD4",0.014441202053826
"PLEK","GNLY",0.0144410984271083
"IL7R","TIGIT",0.0144375303232314
"GZMK","CCR7",0.0144374452808396
"RSL1D1","CD52",0.0144366641886578
"FGFBP2","IFNG",0.0144359437721698
"NOP53","TBX21",0.014429513154164
"RPS5","PRF1",0.0144283822634113
"NOP53","CD69",0.0144280947497019
"GZMK","FCMR",0.014424872603498
"RSL1D1","IL7R",0.0144247000757799
"AIF1","CD8A",0.0144240458725129
"GZMK","EMP3",0.0144239930649494
"ITGB2","CD2",0.0144214785289354
"ITGAM","CD2",0.0144184139132214
"NPM1","ARHGAP25",0.0144181044445549
"CTLA4","FGR",0.0144159678247572
"CD27","SAMD3",0.0144114507224789
"CD14","EIF3L",0.0144105091869313
"RACK1","TBX21",0.0144099587317085
"ARHGAP25","GZMH",0.0144094096597459
"MYO1F","SELPLG",0.0144056539137617
"SELPLG","KLRB1",0.0143984522122709
"CD8A","PLEK",0.0143953882676267
"CD28","RPS5",0.0143949830459008
"CD27","LTB",0.0143901494840692
"CD19","NOP53",0.0143868335980656
"GZMH","RSL1D1",0.0143857563103095
"CD6","NKG7",0.0143850630436406
"RACK1","ITGB2",0.0143812605224375
"GZMH","CCR7",0.0143803958013128
"RPS5","AIF1",0.0143797928277214
"CD52","CD8B",0.0143795343011724
"BTLA","SAMD3",0.0143763564489311
"PLEK","SAMD3",0.0143760400845892
"PRF1","ARHGAP25",0.0143748489349216
"CCR7","KLRB1",0.0143700755349944
"IFNG","CD8B",0.014366504361294
"CD3D","MYO1G",0.0143663442087123
"NPM1","NKG7",0.0143656764122905
"CD3D","GZMH",0.0143645263644028
"TIGIT","SAMD3",0.0143634333622308
"CD5","CD52",0.0143622161757422
"RSL1D1","TOMM7",0.0143617493328325
"CD8A","ARHGAP25",0.0143615312143181
"CD27","APEX1",0.0143598427107247
"CD6","S1PR5",0.0143587703516056
"CD27","TBX21",0.0143581469564528
"GNLY","CD2",0.014357884589642
"PTPRC","CD3D",0.0143560091383538
"GIMAP5","NKG7",0.0143543028931026
"FGFBP2","CD5",0.0143536273037232
"CD3D","CTLA4",0.0143513122464517
"RPS5","GZMH",0.0143504285616938
"CCR7","EIF3L",0.0143502642043544
"GIMAP5","SELPLG",0.0143501634286673
"PTPRC","IL7R",0.014346665265811
"FCMR","IL2RA",0.0143459975300264
"RACK1","GZMH",0.0143449469283458
"BIN2","GNLY",0.0143444499141912
"MYO1F","FLNA",0.0143440269606242
"FGR","GIMAP5",0.0143429733476673
"CD2","CD8A",0.0143419776570569
"SAMD3","RSL1D1",0.0143376791165364
"SELPLG","RACK1",0.0143355460811237
"RPS8","NKG7",0.0143350476655065
"EEF1B2","ITGB2",0.0143324886171525
"TBX21","CD8B",0.0143318257832227
"CD8A","PRF1",0.0143316732229206
"NPM1","FLNA",0.0143309669167742
"MYO1F","AIF1",0.0143307457933408
"GZMK","RPS8",0.0143247684085802
"RPS8","CD5",0.0143231496092632
"FLNA","CD2",0.0143199405434677
"SAMD3","CCR7",0.0143192441246977
"IL2RB","PRF1",0.0143178436529315
"CD14","FCMR",0.0143177593519206
"MYO1F","SAMD3",0.0143173771855041
"ITGB2","NKG7",0.0143171647670744
"AIF1","IL7R",0.0143168819480064
"SAMD3","BIN2",0.0143113374902257
"GZMB","CD6",0.0143108754359953
"GZMB","MYO1G",0.0143076105050807
"CD14","CD8B",0.0143068973533081
"ITGAM","IL7R",0.0143040369078232
"PRF1","IL7R",0.0143004007786759
"CD52","CD3G",0.0142992837150771
"TOMM7","PLEK",0.0142933722977927
"CCR7","ITGAM",0.0142918864201512
"CD3D","GIMAP5",0.0142913105340988
"GZMB","SELPLG",0.0142910270530268
"FGFBP2","ITGB2",0.0142864205934536
"RACK1","PLEK",0.0142859377585789
"RPS8","TBX21",0.0142855083762225
"CD3G","S1PR5",0.0142841461397702
"S1PR5","CD52",0.0142834878500062
"CD27","EEF2",0.0142834473659485
"EEF1B2","S1PR5",0.0142798235876879
"ITGAM","GNLY",0.0142790221320894
"CD6","ACTN1",0.0142748154536346
"CD300A","CCR7",0.0142744380129912
"RPS5","IL2RA",0.0142736280303417
"EEF2","RSL1D1",0.0142704211085889
"CD3E","S1PR5",0.0142699473899445
"RSL1D1","RPS5",0.0142697417619791
"FGR","GZMH",0.0142688269412537
"CD19","RPS5",0.0142686989338214
"ZNF683","PTPRC",0.0142683315367869
"CD3E","ZNF683",0.0142675671207823
"TIGIT","MYO1G",0.014267222391215
"CD19","GIMAP5",0.0142660656774883
"CD6","TOMM7",0.0142651106900626
"EEF1B2","IL2RA",0.0142643392722285
"FLNA","LTB",0.0142608750251267
"MYO1F","TOMM7",0.0142593691219425
"VCL","CD5",0.0142591838607639
"IL17RA","FCMR",0.0142584507709739
"CD14","SELL",0.0142581718701161
"RACK1","ARHGAP25",0.0142576606104304
"CD5","NKG7",0.0142570230682502
"CD3D","AIF1",0.0142532065145958
"GZMH","FCMR",0.0142524048040218
"LGALS1","CD69",0.0142515329331585
"FCMR","RPS5",0.0142503615980449
"CD3G","MYO1G",0.0142501253573293
"S1PR5","FCGR3B",0.0142498290799361
"FGR","EEF1B2",0.0142495419782434
"EEF1B2","PLEK",0.0142489603447885
"RACK1","CD52",0.0142466865162045
"CD28","IL2RA",0.0142455538560662
"FCRL3","LTB",0.0142429606005341
"PLEK","GZMK",0.0142384570023955
"CD3D","CD2",0.0142379783783279
"GNLY","FCRL3",0.0142378434560641
"CD27","FGR",0.0142370415937284
"FGFBP2","FGR",0.0142347987703693
"EMP3","IL7R",0.0142347032387795
"RACK1","ITGAM",0.0142344463689975
"CD2","AIF1",0.0142332404277784
"NPM1","TBX21",0.0142329877600233
"LGALS1","TOMM7",0.0142316888903736
"SELPLG","FGR",0.0142315743939459
"CD3E","ITGB2",0.0142304253329617
"GNLY","CD6",0.0142266998188136
"CD27","IL7R",0.0142259988791525
"PRF1","MYO1F",0.0142251829816574
"RPS8","CD2",0.0142249043840362
"CD300A","MYO1G",0.0142246489471053
"FGFBP2","BIN2",0.0142242823939294
"IFNG","AIF1",0.0142239602664034
"IL2RA","CTLA4",0.0142225783026199
"GIMAP5","IL2RA",0.0142195864324891
"CD8A","RACK1",0.014219182172573
"RSL1D1","FCRL3",0.0142165260396484
"CD6","AIF1",0.014214442046129
"IL7R","CD52",0.0142136091563609
"CCR7","MYO1G",0.014212892724477
"CD300A","CD14",0.0142121292663682
"GZMH","PLEK",0.014207966599854
"LTB","RPS8",0.0142064986978496
"SAMD3","BTLA",0.0142064971253907
"ITGB2","EEF1B2",0.014206341734843
"IL2RB","AIF1",0.0142047965786968
"ITGAM","PRF1",0.0142038642939288
"AIF1","FCGR3B",0.0142026765706185
"RSL1D1","SELPLG",0.0142025674904143
"CD8B","LTB",0.0142020555319612
"PRF1","RACK1",0.0142008039100777
"CCR7","TOMM7",0.0142007601464146
"IL2RB","IL17RA",0.0141998790309735
"CD52","BTLA",0.0141983002749271
"IL2RB","ACTN1",0.0141981205849736
"ITGB2","NPM1",0.0141963962828084
"GZMK","CTLA4",0.0141925337949521
"NKG7","FLNA",0.0141914569817994
"FGFBP2","NOP53",0.0141911201801412
"PLEK","IL2RA",0.0141902217212902
"ITGAM","GZMK",0.0141884681917284
"TIGIT","RPS8",0.014187878578844
"TBX21","CD52",0.0141871053179641
"NKG7","MYO1G",0.0141848319889111
"RACK1","TOMM7",0.0141839076060035
"IFNG","CD3D",0.0141838038636202
"LTB","CD2",0.0141829464073031
"GZMH","CD3G",0.0141815678728109
"GIMAP5","GZMH",0.0141797718726585
"ITGB2","CD3D",0.0141776862545819
"LGALS1","CD52",0.0141776256124847
"PTPRC","CCR7",0.0141772146936794
"RPS5","CD5",0.014175389692716
"MYO1F","PRF1",0.0141752712853334
"GZMK","LTB",0.0141722717734379
"NPM1","FGR",0.0141715090497497
"NKG7","CTLA4",0.0141706640633659
"FGR","FCRL3",0.0141664544196533
"RPS8","CD14",0.0141615280589449
"GZMH","APEX1",0.0141591349581876
"LTB","CD28",0.0141577999551071
"NOP53","CD8B",0.0141553706876691
"CD300A","PRF1",0.014154134375139
"CCR7","GZMB",0.0141536795526372
"CD14","FCRL3",0.0141524670958918
"CD19","CD300A",0.0141499724890188
"RPS5","FGR",0.0141498199702915
"APEX1","CD8A",0.0141496207447879
"CD300A","NOP53",0.0141494396584733
"CD8A","LTB",0.0141484037766687
"GPR183","FCRL3",0.0141458969349373
"ITGB2","GZMK",0.0141442907555707
"PRF1","AIF1",0.014141431637913
"NPM1","CD8A",0.0141401526921028
"CD5","CD14",0.0141401383042369
"PTPRC","CD3G",0.0141372114761797
"CTLA4","PLEK",0.0141353777584383
"FGR","TOMM7",0.014135117757231
"NPM1","APEX1",0.014134984943957
"CD5","GZMB",0.0141337780851034
"IFNG","IL7R",0.0141325739112462
"FCMR","CTLA4",0.0141325406336309
"CD8A","CD300A",0.0141324625360946
"CD27","CD69",0.0141313769074941
"ITGAM","CD8A",0.0141304396313067
"TBX21","ZNF683",0.0141303715158512
"GZMK","IL17RA",0.0141302352084878
"FGFBP2","GZMK",0.0141301935507853
"MYO1F","KLRB1",0.0141301338145192
"NOP53","CD52",0.0141260286031789
"CD3G","GZMB",0.0141253174408917
"CD2","PLEK",0.0141247279651298
"CCR7","IL2RB",0.0141239758653238
"BIN2","TOMM7",0.0141231799778427
"ITGAM","KLRB1",0.0141213263691308
"CD2","TOMM7",0.0141208431093197
"PLEK","NKG7",0.0141199645335182
"EEF1B2","GNLY",0.0141198245634124
"IL7R","TOMM7",0.0141190225039572
"CD8B","GZMB",0.014118654319482
"NKG7","EMP3",0.0141175498675374
"EEF1B2","KLRB1",0.014116481764851
"IL2RB","KLRB1",0.0141142319405595
"RACK1","RPS5",0.0141140269381362
"CD3G","FCMR",0.0141115519423766
"NKG7","NPM1",0.0141112082377916
"AIF1","CD2",0.0141101514289944
"NKG7","EIF3L",0.0141060484496106
"CD14","EEF1B2",0.0140974848656745
"CD52","CD300A",0.0140962249298431
"RPS8","GZMB",0.0140956932303489
"CCR7","NPM1",0.0140901001479688
"CD3E","SAMD3",0.0140899226161878
"CD5","IL2RA",0.0140896293840827
"PTPRC","NOP53",0.0140887523884062
"EIF3L","IL7R",0.0140873571006311
"SAMD3","MYO1G",0.0140865816266138
"SELPLG","BIN2",0.0140855399882179
"PLEK","CD3E",0.0140852922959685
"LTB","GIMAP5",0.0140838970583746
"CD8B","FGR",0.0140833340997866
"NOP53","PTPRC",0.0140822095248305
"S1PR5","FCRL3",0.0140813737358995
"PLEK","CD2",0.0140811310939676
"GZMK","CD300A",0.0140808588649423
"NPM1","CTLA4",0.0140796954283102
"SAMD3","CD8B",0.0140759929443726
"CCR7","GNLY",0.0140714527992492
"GZMH","NOP53",0.0140683683410553
"RPS5","ITGAM",0.0140650132279153
"GNLY","CD69",0.0140647470625116
"GZMK","PLEK",0.0140605725332182
"CD3G","GZMH",0.0140580363201686
"IL2RB","CD3D",0.0140568486178981
"IL2RB","GZMK",0.0140533328474566
"FGR","CD2",0.0140533207146624
"CD5","ARHGAP25",0.0140522772051721
"EEF1B2","EMP3",0.014052011845351
"RACK1","CD2",0.0140507646671165
"PTPRC","FCRL3",0.0140505120567518
"SELPLG","CD2",0.0140448635491757
"CD8B","NKG7",0.014044682487541
"CD28","FGR",0.0140431869532311
"EEF1B2","CD14",0.0140431335152821
"TBX21","LTB",0.0140425799322588
"IL2RB","FGFBP2",0.014042370029355
"RACK1","IL7R",0.0140413037219273
"CD6","FCGR3B",0.0140405742579807
"CD3D","RPS5",0.0140396754777584
"ITGB2","KLRB1",0.0140396334882655
"CD28","CTLA4",0.0140393560782942
"NPM1","CD4",0.0140388580197329
"PRF1","PTPRC",0.0140371209051352
"IL7R","EEF1B2",0.0140365128483721
"CD4","CD14",0.0140323849050777
"EEF2","AIF1",0.0140281137560153
"ITGAM","CCR7",0.0140272995143729
"EEF2","GIMAP5",0.0140258635453
"EEF1B2","PRF1",0.0140251362769593
"CD3E","CD3G",0.0140249650328849
"NOP53","CD28",0.0140230848388475
"GZMB","FCRL3",0.014022959041354
"CD6","CD52",0.0140227840982121
"ITGAM","CTLA4",0.0140212389256778
"CD2","NOP53",0.0140199024247453
"CD300A","EEF2",0.0140183046227345
"KLRB1","PLEK",0.0140170802025803
"RACK1","GNLY",0.0140168930049264
"CD14","CD300A",0.01401624681307
"EIF3L","CD4",0.0140161397274478
"CD8A","CD8B",0.0140157529380666
"SELL","EEF2",0.0140136813730439
"FGR","FCMR",0.0140127128156072
"CD52","RACK1",0.0140125438740473
"ARHGAP25","NPM1",0.0140080001023471
"ARHGAP25","CD3D",0.0140049350038005
"VCL","KLRB1",0.0140040417357945
"CCR7","RPS5",0.0140039755225226
"CCR7","CD52",0.0140035223717392
"MYO1F","NKG7",0.0140033066760643
"CD52","CD3D",0.0140007482194499
"RACK1","CD3E",0.013997498853971
"RPS8","CD3G",0.0139958640061641
"CD3D","EEF2",0.0139957486221859
"RPS8","CCR7",0.0139957037158376
"CD52","ITGB2",0.0139955075801223
"CD3G","IL2RB",0.0139936892254874
"EIF3L","NKG7",0.0139929964852105
"RPS8","GZMK",0.0139906781311838
"KLRB1","CD19",0.0139886645999363
"SELL","IL2RB",0.0139880859106389
"CCR7","CD8B",0.0139870567393298
"FLNA","GZMH",0.0139862069786134
"GZMK","FGFBP2",0.0139855111178875
"TBX21","APEX1",0.0139838820544499
"IL2RB","FCRL3",0.013983618263957
"PRF1","BTLA",0.0139826700688217
"ITGAM","IL2RB",0.0139811663913488
"RACK1","MYO1G",0.0139788905436955
"EIF3L","CD52",0.013977901134945
"ARHGAP25","BIN2",0.0139769694522867
"BIN2","IL2RA",0.0139764562604955
"ITGB2","FCMR",0.0139763745344772
"GZMK","FLNA",0.0139761923307807
"CD8B","IL17RA",0.0139755924356721
"ITGB2","CD5",0.0139753797197626
"RPS8","CD52",0.0139733426630303
"CD27","ARHGAP25",0.0139695108643808
"CD14","CD8A",0.0139679588817399
"FCMR","SELPLG",0.0139679276117307
"GIMAP5","PLEK",0.0139672939091947
"IL2RB","TOMM7",0.0139641562508835
"CCR7","EEF1B2",0.0139629490502294
"PLEK","EEF1B2",0.0139600412572842
"IL2RB","EEF2",0.0139591415623869
"ARHGAP25","CTLA4",0.0139576829444589
"RPS8","GNLY",0.0139571040960197
"CD300A","NKG7",0.0139567401948711
"CD8B","MYO1F",0.013955872789421
"S1PR5","CD8A",0.013955026836979
"GNLY","PTPRC",0.0139546530268435
"NPM1","IL7R",0.0139537137983098
"LTB","CD3D",0.0139530289823625
"CD69","CTLA4",0.0139526510219548
"PRF1","CD3E",0.0139524689454399
"S1PR5","CD69",0.0139497586609962
"ITGAM","ACTN1",0.0139478650307492
"AIF1","EEF1B2",0.0139455018853715
"TIGIT","ZNF683",0.0139442880534458
"GPR183","CD8B",0.0139437369690055
"FCMR","RACK1",0.0139436198696627
"CD52","CTLA4",0.0139430619966244
"CD2","IL2RA",0.0139426060912336
"CD3E","GPR183",0.0139405615902085
"MYO1F","CD8B",0.0139376370630337
"CD3D","GZMB",0.0139373433003702
"EEF2","IL2RB",0.0139353026536651
"CD6","CD8B",0.0139340967097988
"GZMH","PTPRC",0.0139333025154251
"EEF2","CD3E",0.0139321990715384
"CD2","FGFBP2",0.0139316059859697
"PRF1","GPR183",0.0139309205088764
"CD19","CD3G",0.01393084327072
"CD3D","FCMR",0.0139298772899393
"S1PR5","SELL",0.0139275482518676
"RPS8","FCMR",0.0139247574284836
"IL7R","PTPRC",0.0139240969525587
"LGALS1","SELL",0.0139231462146196
"RSL1D1","RACK1",0.0139230738422809
"TBX21","FCGR3B",0.013922566480206
"KLRB1","EEF1B2",0.0139223437960379
"SAMD3","TIGIT",0.0139163444259922
"IL2RB","APEX1",0.0139162402802734
"CD52","IL7R",0.0139159903443203
"CD8A","PTPRC",0.0139149997905341
"MYO1F","FGFBP2",0.0139148553919679
"CD28","FGFBP2",0.0139133563765315
"GNLY","CD28",0.0139115438955509
"ZNF683","GZMK",0.0139114666106281
"CD3G","FGFBP2",0.0139113494652118
"IL7R","TBX21",0.0139107108145255
"SAMD3","S1PR5",0.013909929835967
"TBX21","GIMAP5",0.0139075267175564
"NPM1","CD8B",0.0139067027949878
"FGR","EEF2",0.0139063875550557
"EEF1B2","SAMD3",0.0139007062443558
"ARHGAP25","CD300A",0.0139003778149026
"NKG7","CD5",0.0139000725586379
"GZMK","EIF3L",0.0138983048739299
"PLEK","IL2RB",0.0138975077281469
"RSL1D1","S1PR5",0.0138963526021815
"CD14","ARHGAP25",0.0138950170797756
"CCR7","EEF2",0.0138930059803581
"CD52","FGFBP2",0.0138904334395305
"NPM1","GZMH",0.0138902669765131
"ARHGAP25","IL7R",0.0138900655521071
"VCL","CCR7",0.0138883206852202
"VCL","CD3E",0.0138868649222028
"CD6","GZMB",0.0138854903898888
"GNLY","CD19",0.0138852993661706
"NKG7","MYO1F",0.0138840055091625
"CD52","SELL",0.0138839307229549
"IFNG","PLEK",0.0138838550780764
"GNLY","NOP53",0.0138832760487631
"APEX1","KLRB1",0.0138825035382276
"RPS5","FLNA",0.01388076054119
"TBX21","IL7R",0.0138798518198779
"CD5","PTPRC",0.0138784358295
"EEF2","NKG7",0.0138776449830284
"CD14","GZMB",0.0138759072497119
"SAMD3","EEF1B2",0.0138734990277574
"PRF1","CD27",0.0138719103199427
"EEF1B2","IL2RB",0.0138716951210554
"APEX1","CD52",0.0138714415004323
"GZMH","FGR",0.0138693985587917
"CD300A","EIF3L",0.0138691372276795
"CD3E","CD69",0.0138672511467145
"NPM1","CD19",0.0138642982257715
"CCR7","PTPRC",0.0138630928815978
"CD8A","CD14",0.0138613424699783
"SAMD3","CD19",0.013859819926588
"CD28","IL7R",0.0138590750904089
"AIF1","PRF1",0.0138564924350056
"FGFBP2","LTB",0.0138551861186582
"IL7R","IL2RA",0.0138545142617871
"CD28","S1PR5",0.0138511608882685
"IFNG","APEX1",0.0138510731681032
"CCR7","NKG7",0.0138504001111485
"CD2","GZMH",0.0138500336430848
"CD8A","TBX21",0.01384988565431
"GIMAP5","CD3D",0.0138467880661564
"CD2","FGR",0.0138429034781525
"RSL1D1","CD3G",0.0138371419220564
"LGALS1","CD3D",0.0138320902170608
"SELPLG","CD300A",0.0138309914773274
"PTPRC","PLEK",0.0138283029107011
"CD69","RACK1",0.0138276087996697
"CD6","CD69",0.0138268579566444
"LTB","AIF1",0.0138262185706551
"EEF2","CD5",0.0138259529481966
"ARHGAP25","CD28",0.0138248753963928
"IL2RB","CD300A",0.0138217034961502
"SAMD3","GIMAP5",0.0138201808289806
"S1PR5","CD300A",0.0138169996947408
"S1PR5","IL2RB",0.0138163653056108
"EEF1B2","NKG7",0.0138157295301776
"AIF1","FCRL3",0.0138153321783012
"RPS5","S1PR5",0.01381500578238
"CD8A","IL7R",0.0138144610551005
"MYO1F","CD28",0.0138138536918519
"ITGAM","CD3D",0.0138131090487195
"RPS8","CD4",0.0138112900400273
"IFNG","LGALS1",0.0138110303610263
"CCR7","CD3D",0.0138044729734996
"RPS8","ZNF683",0.0138041595368048
"GNLY","FGR",0.0138038019457028
"NOP53","CD19",0.0138027805732841
"ITGAM","GPR183",0.0138025274963206
"GPR183","CD4",0.0138016009387094
"CD300A","GIMAP5",0.0137962542399212
"FGFBP2","GNLY",0.0137962412427551
"GPR183","TBX21",0.0137935609042293
"CD300A","S1PR5",0.0137933922313542
"FGR","CD3D",0.0137907070451622
"CD3E","TOMM7",0.0137904465464098
"PRF1","IL2RA",0.0137890666528098
"LTB","MYO1G",0.0137883116096282
"RPS8","CD19",0.0137874449031775
"CD14","IL7R",0.0137824618128348
"NOP53","SAMD3",0.0137809506352085
"ZNF683","MYO1G",0.0137806867044882
"IL7R","EEF2",0.0137804632285575
"GZMK","MYO1F",0.0137778074951746
"CD8B","RSL1D1",0.0137768380695057
"AIF1","LTB",0.0137750147307417
"CD14","SELPLG",0.0137747515361913
"EEF1B2","CD8A",0.0137729158272905
"CD14","RPS8",0.0137703160718109
"IL2RA","IL7R",0.0137700981275085
"LTB","TOMM7",0.0137697259809267
"CD3D","RPS8",0.0137693094917087
"CD5","RPS5",0.0137676002638509
"S1PR5","ZNF683",0.0137667631221753
"CD3G","RPS8",0.0137659925808774
"GZMH","CD14",0.013765950646101
"TOMM7","GZMH",0.013764851134357
"CD19","EEF1B2",0.0137647480177922
"CD3E","GZMK",0.0137640747290733
"GZMB","SELL",0.0137629415571793
"GZMB","CD28",0.0137617762676337
"ITGB2","TBX21",0.0137614589589131
"IL7R","ITGAM",0.0137570706878365
"NKG7","ITGB2",0.0137565576479791
"ITGAM","EMP3",0.0137535186491209
"CD3E","GZMH",0.0137534081568766
"PRF1","GZMK",0.0137517082317204
"CD2","S1PR5",0.013751285307476
"RPS5","BTLA",0.0137496419067716
"RPS8","NPM1",0.0137491685394161
"CD69","ITGB2",0.0137471793207287
"TBX21","GZMK",0.0137467482246799
"ACTN1","S1PR5",0.0137464739360475
"RPS5","IFNG",0.0137458926532768
"PTPRC","AIF1",0.0137442508331783
"CD8A","CD52",0.0137440285598182
"IL2RB","ITGAM",0.0137438440140732
"GNLY","CD3D",0.0137436651307156
"GZMB","ITGAM",0.0137431394721466
"GZMH","CD19",0.0137406773115058
"EIF3L","GPR183",0.0137393213974152
"CTLA4","MYO1F",0.0137387768783043
"CD52","RPS8",0.0137387616520401
"GZMB","RPS8",0.013737656318377
"ZNF683","CD3E",0.0137359901740289
"LTB","NKG7",0.0137337764328084
"CD27","IL2RA",0.0137326218272763
"GNLY","TOMM7",0.013731842690415
"CD3E","FLNA",0.0137293912536227
"LTB","RPS5",0.0137279040716365
"RPS8","FCRL3",0.0137270895846324
"NOP53","CD300A",0.0137257813826528
"CD4","GZMB",0.0137234371793737
"PRF1","CCR7",0.0137230524660453
"IL7R","PRF1",0.0137227362391741
"EEF2","IL2RA",0.0137226396969136
"FCRL3","CD5",0.0137214663241458
"GNLY","CCR7",0.0137206603789287
"NKG7","TOMM7",0.0137204981476572
"GZMH","CD300A",0.0137171918071922
"GIMAP5","GNLY",0.013716953007053
"NOP53","NKG7",0.0137151574564707
"CD6","ZNF683",0.0137144250778764
"EEF1B2","FGFBP2",0.0137139728989156
"GZMK","CD14",0.0137104775027461
"CD8A","MYO1G",0.0137103956308202
"CD69","CD8B",0.0137079510204575
"GZMK","TBX21",0.0137067148353766
"GIMAP5","ZNF683",0.0137049089670213
"S1PR5","RACK1",0.013702459065518
"CD8A","CD19",0.0137015248939661
"RSL1D1","ITGB2",0.0136977566529186
"ZNF683","GIMAP5",0.0136976106858765
"GZMH","EEF1B2",0.0136956228627065
"CD69","ITGAM",0.013694496649129
"EIF3L","BTLA",0.013693693310412
"CD19","ZNF683",0.0136925600199185
"KLRB1","EEF2",0.0136922607422847
"CD3D","CCR7",0.0136920196461287
"KLRB1","PTPRC",0.0136917540088575
"CD3D","BTLA",0.0136894107382003
"ARHGAP25","TIGIT",0.0136873262143064
"CD69","LTB",0.0136868394005069
"RACK1","MYO1F",0.0136854874083792
"FCMR","FLNA",0.0136819362096418
"CD3E","TIGIT",0.0136816929765233
"LTB","KLRB1",0.0136808330031322
"MYO1G","EEF1B2",0.0136808123981502
"PTPRC","PRF1",0.0136804820661002
"CD5","FCGR3B",0.0136785456042847
"APEX1","TOMM7",0.0136771233693883
"ITGB2","GZMB",0.0136749178859433
"LTB","GZMK",0.0136739704287019
"CD8B","CD300A",0.013673474228315
"GZMB","IFNG",0.0136729971099918
"ITGB2","CD27",0.0136722658565441
"GPR183","SELL",0.0136717934696112
"MYO1F","EEF1B2",0.0136713892187906
"EMP3","CD4",0.0136704905730219
"CD8B","GZMK",0.0136693800145276
"ACTN1","CD3G",0.0136662278598779
"RPS5","NPM1",0.0136661257044267
"GPR183","S1PR5",0.0136648746546251
"IFNG","FGFBP2",0.0136648456908661
"CD6","CD19",0.0136648120472315
"CD2","ZNF683",0.0136637035284876
"RPS8","PRF1",0.0136636253747269
"CD27","FLNA",0.0136627981388049
"EIF3L","AIF1",0.0136625588441784
"CD2","CCR7",0.013662426806232
"PLEK","IL17RA",0.013659332143875
"CCR7","CD3G",0.0136590667722968
"NKG7","EEF1B2",0.0136588859374593
"KLRB1","FCMR",0.0136586505453204
"CD5","EEF1B2",0.0136575101467381
"CD19","CD27",0.0136568698158176
"ITGAM","RACK1",0.0136561326431646
"IL7R","S1PR5",0.013655949210554
"CD28","BIN2",0.0136552556667623
"CD2","CD28",0.0136547950458451
"CD8B","SELL",0.0136525468801127
"BIN2","RPS8",0.0136517070365345
"S1PR5","IL17RA",0.0136508470536541
"SELL","LGALS1",0.0136491142604223
"CTLA4","ITGAM",0.0136487777060136
"PLEK","ACTN1",0.013648350626948
"TIGIT","RSL1D1",0.0136476492951257
"TIGIT","TOMM7",0.0136458096529241
"CD3D","GZMK",0.0136444060678952
"TIGIT","CD5",0.0136401301476824
"NKG7","APEX1",0.0136399780700578
"FCMR","LGALS1",0.0136390288520046
"CD8B","IL7R",0.0136387005340672
"FGFBP2","CD4",0.0136371486087081
"FGFBP2","EEF2",0.0136350566002024
"ITGB2","NOP53",0.0136331074029113
"NOP53","CD27",0.0136316672000372
"CD300A","IL2RB",0.013631455843669
"CD3E","ITGAM",0.0136310208044913
"NPM1","RPS8",0.0136304907408235
"RPS5","RACK1",0.0136300581321806
"ITGB2","CD8B",0.0136293637734442
"SELPLG","EEF2",0.0136293408921955
"GZMH","CD5",0.0136274964094242
"EEF2","BIN2",0.0136273427934221
"GZMH","LGALS1",0.0136231075738195
"CD3G","PTPRC",0.013622703724999
"CD8B","CD8A",0.0136215289555342
"NKG7","IL2RA",0.0136184964911799
"CD3G","IL7R",0.0136161072273511
"NOP53","CD3E",0.0136156414712491
"NPM1","TIGIT",0.0136142778666372
"S1PR5","PLEK",0.0136126071489402
"CD14","CD3E",0.0136119555423382
"VCL","EIF3L",0.0136096604563455
"GNLY","EEF2",0.0136084795381709
"FLNA","TOMM7",0.0136068648047574
"ITGB2","FGFBP2",0.0136067631981969
"IL7R","KLRB1",0.013602120260072
"GZMB","CD3E",0.0135980079141574
"FCRL3","EIF3L",0.0135978285395106
"NKG7","GZMB",0.0135924233372432
"FCMR","S1PR5",0.0135922842362105
"LGALS1","CD8A",0.0135920443226123
"ARHGAP25","RSL1D1",0.0135909970797212
"IL2RB","CD3E",0.0135906519590955
"S1PR5","CD3E",0.0135903917296009
"NOP53","GPR183",0.0135902099062774
"ARHGAP25","RACK1",0.0135900904433579
"CCR7","GZMH",0.0135898182576649
"TIGIT","ARHGAP25",0.0135870415895788
"GZMK","CD3E",0.0135860864013798
"KLRB1","CD8B",0.0135860165684
"EEF1B2","CD28",0.0135850804122103
"EIF3L","GZMH",0.0135847324734147
"PRF1","CTLA4",0.0135810526404021
