"regulatoryGene","targetGene","weight"
"RSL1D1","GNLY",0.0129347348270496
"RSL1D1","CCR7",0.0129319039881165
"GIMAP5","CTLA4",0.0129318729155623
"IL2RB","SELPLG",0.0129316016715533
"BIN2","FGFBP2",0.0129315443599655
"PTPRC","EEF2",0.0129308442642613
"LTB","GZMB",0.0129307206250754
"IL17RA","TOMM7",0.0129278579180137
"TOMM7","CD3G",0.0129277455105596
"GZMK","IL2RB",0.0129261199724186
"BTLA","LTB",0.0129257515167013
"KLRB1","TOMM7",0.0129256200389247
"CD14","IL17RA",0.0129247759418574
"CD52","GNLY",0.012924578610891
"CD6","GIMAP5",0.0129243992597207
"EEF2","FGR",0.0129240153353927
"LGALS1","FGR",0.0129197611418539
"IL2RA","RPS8",0.012919411497548
"CD2","GPR183",0.0129162240195074
"EEF1B2","CD52",0.0129161948253044
"GZMB","MYO1F",0.012915563935971
"ZNF683","ACTN1",0.0129153962252903
"KLRB1","BTLA",0.0129148228282167
"ITGAM","ZNF683",0.012914024888798
"PLEK","SELL",0.0129114605457411
"GZMK","AIF1",0.0129114506751164
"GNLY","CD14",0.0129102133370782
"FLNA","IL2RB",0.012907203315757
"FGR","TBX21",0.0129062850585279
"PLEK","SELPLG",0.0129057388853627
"MYO1G","GZMB",0.012903965464491
"TIGIT","GNLY",0.0129035380577805
"IL17RA","SAMD3",0.0129021935841393
"LTB","IL7R",0.0129006482199837
"GIMAP5","FGR",0.0129003653514168
"RPS8","IFNG",0.0129001696041284
"ARHGAP25","IL2RB",0.0128990584201438
"PRF1","APEX1",0.0128975236919913
"ZNF683","PLEK",0.0128958249445156
"PTPRC","CD3E",0.0128952651504366
"FGFBP2","SELL",0.0128946108972804
"CD300A","ZNF683",0.0128935098060944
"PRF1","NOP53",0.0128929633051866
"EEF2","CD69",0.0128912710666613
"CD19","GZMH",0.0128896062317594
"GZMB","IL2RA",0.0128891190288487
"IL2RB","BTLA",0.0128885718538676
"FCRL3","GPR183",0.01288728321253
"CD19","PTPRC",0.0128849944520236
"KLRB1","ITGAM",0.0128840618244301
"FCRL3","GZMK",0.0128840171405815
"VCL","ZNF683",0.012883693765497
"TIGIT","CD2",0.0128835343670133
"CD3D","BIN2",0.0128834220533926
"RPS5","CD3G",0.0128813119471232
"SAMD3","FCMR",0.0128806882625073
"CTLA4","PTPRC",0.0128800872107376
"CD19","TIGIT",0.0128782719751865
"FCGR3B","CTLA4",0.0128781555470709
"LGALS1","IL7R",0.0128763154389025
"IFNG","GZMB",0.0128756846378151
"AIF1","SELL",0.0128756383503139
"GPR183","CD27",0.0128746693247248
"CD6","NOP53",0.0128742932369792
"PRF1","IFNG",0.0128723671163717
"CD52","CD28",0.0128715417974615
"ACTN1","PLEK",0.0128696528201329
"IL2RB","CTLA4",0.0128688869494005
"TIGIT","PTPRC",0.0128679110944733
"CD28","FCGR3B",0.0128677060497953
"SELPLG","BTLA",0.0128660489264303
"NOP53","CD6",0.0128660168506532
"NKG7","CD52",0.0128647197693377
"CTLA4","IL7R",0.0128640742165894
"IL2RB","CD28",0.0128632496797699
"CCR7","IFNG",0.0128624460395953
"RPS8","CD8A",0.0128620710170229
"CCR7","CD300A",0.0128614041145834
"GNLY","ZNF683",0.0128606676972563
"CD27","RPS8",0.0128605466834568
"AIF1","FGFBP2",0.012860423860767
"FCGR3B","IFNG",0.012859336727092
"ITGAM","RPS8",0.0128590504482465
"S1PR5","GIMAP5",0.0128584313590116
"RSL1D1","FCGR3B",0.0128582110476549
"CTLA4","EEF1B2",0.0128562537378971
"IL2RB","GPR183",0.0128562321773299
"S1PR5","EEF2",0.0128554720433182
"CD14","PTPRC",0.0128546760772455
"GZMB","CD5",0.0128546020153282
"CD300A","IL2RA",0.0128542144278003
"RSL1D1","GZMK",0.0128541253881306
"ARHGAP25","KLRB1",0.0128518796700937
"EIF3L","CD2",0.0128509385174007
"BTLA","RPS5",0.0128490149160431
"NOP53","CCR7",0.0128469111503608
"ACTN1","FGFBP2",0.0128466334087864
"FCRL3","GZMB",0.0128460802917207
"GIMAP5","CD69",0.0128459901366182
"TBX21","PLEK",0.0128454862240711
"TBX21","ARHGAP25",0.0128453482475232
"ARHGAP25","CD3E",0.0128453452429589
"MYO1G","KLRB1",0.0128447576717732
"EIF3L","FCMR",0.0128446103947052
"CD14","FCGR3B",0.0128442033343175
"IFNG","GIMAP5",0.0128428467909332
"EIF3L","ITGAM",0.0128409956657638
"SELPLG","FCGR3B",0.0128403493680688
"LTB","BIN2",0.0128401480683113
"IL2RB","RPS8",0.0128387431764183
"IL17RA","GNLY",0.0128367340370842
"CD3G","IL17RA",0.0128365732260046
"LTB","CD52",0.0128359634548195
"ZNF683","PRF1",0.0128357613149504
"CD2","BIN2",0.0128352222910321
"EIF3L","TIGIT",0.0128341994205656
"IL17RA","FGFBP2",0.0128341158830607
"NKG7","SAMD3",0.0128330334025276
"CD27","MYO1F",0.0128329851330412
"ARHGAP25","IFNG",0.0128324302673546
"CD3E","TBX21",0.0128317792706118
"CD4","EEF2",0.0128304423060798
"CCR7","SELL",0.0128303363160372
"CCR7","CD8A",0.0128298108774547
"IFNG","SELPLG",0.0128285403548574
"SAMD3","CD6",0.0128281186513113
"CD300A","CD5",0.0128266495712204
"EEF2","MYO1F",0.0128242429413826
"FCMR","GNLY",0.0128238636388759
"GPR183","MYO1G",0.0128237850853531
"ARHGAP25","FCRL3",0.0128232153836998
"CD5","KLRB1",0.0128224755724945
"GNLY","CD3G",0.0128222520612256
"PTPRC","TBX21",0.0128222290665428
"S1PR5","TBX21",0.0128218530527643
"CD52","CD6",0.0128206631398859
"FGR","CD8B",0.0128195241808154
"NOP53","LGALS1",0.0128189203973582
"CD69","RPS8",0.0128178715823578
"BTLA","IL2RA",0.012817172868229
"ITGAM","CD4",0.0128171181743633
"IL2RB","EIF3L",0.0128170234531051
"CD27","EIF3L",0.0128169599163005
"APEX1","IL2RA",0.0128169377927739
"CD3E","PLEK",0.0128139473118918
"CD28","CD8B",0.0128123010523459
"GPR183","ITGAM",0.0128122894676526
"CD8A","FCRL3",0.0128109993960854
"GPR183","CD3G",0.0128103803686332
"AIF1","PLEK",0.0128086330564537
"GZMB","RSL1D1",0.0128065354468796
"FGR","IL2RA",0.0128046444654676
"S1PR5","NKG7",0.012803131481906
"IL2RB","GIMAP5",0.0128030856670287
"CD8A","TIGIT",0.0128009490500639
"ARHGAP25","TBX21",0.012798659543233
"CD69","CD4",0.0127973884170766
"ZNF683","EIF3L",0.0127973029588022
"SELL","CD3E",0.0127965743096694
"NKG7","BIN2",0.012792459739124
"CTLA4","EMP3",0.0127922663572881
"CD27","FCGR3B",0.012791138872646
"EMP3","CTLA4",0.0127891975214914
"MYO1F","EIF3L",0.0127878585295383
"FLNA","S1PR5",0.012786611044044
"IL7R","GZMB",0.0127862514404594
"PTPRC","CD69",0.0127837453028247
"MYO1G","ZNF683",0.0127805237804943
"NOP53","FCGR3B",0.0127800754621363
"CD28","GIMAP5",0.0127784292950994
"CD69","IL7R",0.0127761513005197
"IL7R","CD6",0.0127760431690923
"CD6","CD8A",0.0127734122989155
"PLEK","CD5",0.0127724305692116
"TBX21","CCR7",0.0127723882185489
"SELPLG","MYO1F",0.0127719099372443
"PTPRC","FGR",0.0127712858247905
"EIF3L","MYO1F",0.0127669890303153
"NKG7","S1PR5",0.01276631956855
"CD14","CD52",0.0127644734222119
"GIMAP5","CD4",0.0127641319099581
"IL2RA","CD4",0.0127638923876591
"CD27","CD300A",0.012762145995624
"LGALS1","FCMR",0.0127588422373107
"CD19","NKG7",0.0127554629612481
"AIF1","EEF2",0.0127547516164581
"ZNF683","FGR",0.0127546531988737
"EEF2","CTLA4",0.0127527831175861
"FCMR","CD2",0.0127519791227354
"TIGIT","EEF2",0.0127518829651739
"NOP53","GZMK",0.0127515176852941
"RACK1","S1PR5",0.0127497398882441
"GZMB","NPM1",0.0127491010724865
"NOP53","ZNF683",0.0127476839541668
"CD5","NOP53",0.012747434183219
"FCRL3","FLNA",0.0127465972006018
"CD14","CTLA4",0.0127447654351859
"RACK1","CD6",0.0127430131439879
"SELL","IL2RA",0.0127429923396774
"FLNA","GZMB",0.0127396643123229
"MYO1F","CD2",0.012739312656856
"LGALS1","CD4",0.0127392851507731
"CD69","CD8A",0.0127390527836692
"BIN2","GZMK",0.0127385961788328
"FCMR","GZMK",0.0127377822358309
"S1PR5","FLNA",0.012736056822786
"NKG7","SELL",0.0127358150447096
"BTLA","CD3D",0.0127356058301285
"NKG7","GPR183",0.0127350852791891
"TOMM7","LTB",0.0127347160696942
"CD19","FGFBP2",0.0127344743144006
"RPS5","TIGIT",0.0127317587707106
"ITGAM","TOMM7",0.0127306123410987
"CCR7","PRF1",0.0127302824037303
"ARHGAP25","CD14",0.012729456875968
"S1PR5","APEX1",0.0127278040257669
"EEF2","SAMD3",0.0127275842545051
"GIMAP5","NPM1",0.0127258578899243
"SELL","IL7R",0.0127255251852966
"TIGIT","KLRB1",0.012725335082801
"IL7R","ARHGAP25",0.0127249950096195
"PLEK","LTB",0.0127241343605706
"CD14","CD69",0.0127233564202734
"NOP53","FGFBP2",0.0127223106374658
"CD5","MYO1G",0.0127217096594993
"RPS8","PTPRC",0.0127214758013333
"CD300A","IL7R",0.0127212192911408
"IL7R","LGALS1",0.0127212093542363
"MYO1F","IL2RA",0.0127205729257547
"GIMAP5","RPS8",0.0127182750339983
"TOMM7","RPS5",0.012718080586982
"GIMAP5","NOP53",0.0127174188463612
"CD3E","CCR7",0.0127154352970582
"SAMD3","PTPRC",0.0127142778459493
"IL2RB","EMP3",0.0127135957819999
"CD8B","SAMD3",0.0127125393997673
"ACTN1","IL2RA",0.0127115067654563
"EMP3","BTLA",0.0127103231093693
"GZMB","CD14",0.012709804049961
"CD3G","EEF2",0.0127092961984173
"FCMR","CD5",0.0127075923378141
"VCL","NKG7",0.0127047732262267
"MYO1F","RPS5",0.0127038966749567
"FGFBP2","EMP3",0.0127030134326868
"LTB","S1PR5",0.0127015498887821
"EMP3","NKG7",0.012700756320516
"CD4","FGR",0.012699957662824
"IL2RB","RACK1",0.0126998069405352
"SELL","CD8A",0.0126995659175993
"FCMR","CD8A",0.0126991195581191
"PLEK","CCR7",0.0126990328378295
"FLNA","TIGIT",0.0126981525340126
"PTPRC","GZMK",0.0126981133100532
"PTPRC","ITGAM",0.0126963480812025
"CD28","CD300A",0.0126952709889226
"GZMH","TIGIT",0.0126918131809115
"TBX21","CD8A",0.0126913437458329
"ARHGAP25","PRF1",0.0126905982382511
"BTLA","CD2",0.0126903800265317
"NOP53","RPS8",0.0126893527962529
"MYO1F","CD69",0.0126884343341985
"GPR183","CD300A",0.0126880760627451
"CD27","CD19",0.0126879044149561
"TBX21","ACTN1",0.0126876959672047
"ARHGAP25","CD69",0.0126853407594431
"ITGB2","IL2RB",0.0126850025883679
"CD4","GZMK",0.0126834897888739
"GIMAP5","GZMK",0.0126831086050252
"CD19","IL2RA",0.0126823439000481
"ITGAM","AIF1",0.0126805224777442
"RACK1","CD3G",0.0126797274269064
"LTB","CTLA4",0.0126755519610898
"SELL","CTLA4",0.012675132891614
"TIGIT","BTLA",0.0126750129523248
"FCRL3","RSL1D1",0.0126745488338206
"MYO1G","RSL1D1",0.0126736810822879
"TIGIT","EEF1B2",0.012673215787031
"PLEK","APEX1",0.0126730802484589
"RSL1D1","EIF3L",0.0126730165369481
"SELPLG","PTPRC",0.012669415350867
"CD28","RPS8",0.0126694049686023
"ACTN1","IL17RA",0.0126643746806841
"NOP53","IFNG",0.0126631446561668
"TBX21","CD6",0.012659875472531
"CD3G","CD69",0.0126593821919397
"SELPLG","CD4",0.0126575945077774
"VCL","MYO1F",0.0126572297289162
"GPR183","CD28",0.0126557519209735
"GZMH","ITGAM",0.0126531323521027
"VCL","FGR",0.0126530254137051
"ITGB2","IFNG",0.0126527287150598
"EIF3L","CD27",0.0126518178954567
"CD2","BTLA",0.0126516082911881
"AIF1","CTLA4",0.0126509748907147
"TOMM7","GNLY",0.0126498787187474
"FGFBP2","CD3E",0.0126491355230522
"CD19","RACK1",0.0126488973362263
"EIF3L","SAMD3",0.0126482434891739
"ITGB2","ARHGAP25",0.0126469486346774
"PTPRC","FGFBP2",0.0126468906660695
"CD3G","NOP53",0.0126466745995661
"IL2RB","LTB",0.0126465657691093
"CTLA4","GZMB",0.0126461446875423
"CD28","GPR183",0.0126449755484776
"BIN2","IL17RA",0.0126447609576277
"TOMM7","LGALS1",0.01264468284125
"BIN2","CD3D",0.0126430943185773
"GNLY","EEF1B2",0.0126422767855999
"ITGB2","EIF3L",0.0126420739807348
"ZNF683","KLRB1",0.0126416364540388
"VCL","IL2RA",0.0126410357978061
"BIN2","FLNA",0.0126387014091322
"IL7R","IL17RA",0.0126386588346658
"GPR183","MYO1F",0.0126376314097703
"CD300A","FGFBP2",0.0126348985958923
"MYO1F","CD5",0.0126333089539367
"GZMH","CTLA4",0.0126318290976834
"GZMH","RACK1",0.0126315130856718
"LTB","EMP3",0.0126313382735202
"ZNF683","BIN2",0.0126281336840137
"CD8B","ARHGAP25",0.0126278091195101
"GZMK","MYO1G",0.012627579346815
"GPR183","ZNF683",0.0126262578535138
"ZNF683","CD3G",0.0126258529425379
"IL2RA","TOMM7",0.0126251196293982
"CD5","S1PR5",0.0126237480636991
"NPM1","CD14",0.0126236715379508
"VCL","CD28",0.0126231838243252
"EEF1B2","NOP53",0.0126230162440422
"GPR183","EEF2",0.012621676130442
"CD27","KLRB1",0.0126209353207833
"EIF3L","BIN2",0.0126206718168283
"CD3E","AIF1",0.0126176821685395
"KLRB1","CD3E",0.0126165465637724
"GNLY","CD8B",0.0126158638716843
"CD8B","VCL",0.0126153742510434
"CD27","TIGIT",0.0126151690945702
"EIF3L","FGR",0.0126151451615629
"MYO1G","LTB",0.012608654771183
"CD4","TBX21",0.0126077076093444
"MYO1F","CD4",0.0126072869172935
"AIF1","TOMM7",0.0126069119090393
"NKG7","CD19",0.0126053994138445
"LTB","RACK1",0.0126046340661716
"VCL","AIF1",0.0126044531275237
"RACK1","GPR183",0.0126042444738896
"TIGIT","LGALS1",0.012601804790694
"CD5","ITGAM",0.0126012163648888
"NOP53","FCMR",0.0126003748894034
"IFNG","CD14",0.0125995495983881
"PRF1","LGALS1",0.0125974814679094
"RPS5","CD6",0.0125966378954589
"GIMAP5","RPS5",0.0125961654186034
"AIF1","GZMB",0.0125956404211296
"CD8A","EEF2",0.0125937806969732
"IL7R","EMP3",0.0125934677094578
"CD3G","RSL1D1",0.0125931803557753
"LGALS1","CD27",0.01259286957154
"FCRL3","AIF1",0.0125919254026318
"CD28","CD2",0.0125906311308105
"BIN2","SELL",0.0125898759943996
"CD8A","BIN2",0.0125895167836371
"BIN2","NKG7",0.0125888279183494
"CD52","NPM1",0.0125879514722242
"AIF1","BTLA",0.0125870156105442
"NOP53","ARHGAP25",0.0125862314000061
"RSL1D1","BIN2",0.0125859050122352
"CD5","PLEK",0.0125841954524914
"RACK1","NKG7",0.0125840508638591
"GPR183","GIMAP5",0.0125834046879069
"CD2","TIGIT",0.0125828811636172
"VCL","NOP53",0.0125827787390457
"TIGIT","CD3E",0.012582068236949
"CD14","CD3D",0.0125809853742268
"EIF3L","CTLA4",0.0125799670090349
"IL17RA","KLRB1",0.012579771431175
"TIGIT","CD8B",0.012579617276625
"EEF1B2","BIN2",0.0125774974847356
"PLEK","AIF1",0.0125772043624175
"IFNG","CD27",0.0125762296473486
"ARHGAP25","CD6",0.0125753450632115
"ITGAM","BTLA",0.0125729660674478
"MYO1F","CD300A",0.0125728835833497
"CD2","EMP3",0.0125727480595372
"FLNA","ARHGAP25",0.0125727407169384
"S1PR5","SAMD3",0.0125722562003199
"RACK1","KLRB1",0.0125710206948834
"PTPRC","TOMM7",0.0125709727165188
"ITGB2","CD6",0.012569425974644
"FCGR3B","EEF1B2",0.0125669525819056
"CD28","AIF1",0.012564790319467
"FLNA","CD8B",0.0125639445772419
"EEF2","CD3D",0.0125623569061452
"GIMAP5","CD5",0.0125613969494462
"CD27","S1PR5",0.0125610136468012
"FGFBP2","RPS5",0.0125586206241023
"CD8B","TOMM7",0.0125577242168162
"GIMAP5","MYO1G",0.0125566639995633
"FLNA","NKG7",0.0125566285854222
"NPM1","RPS5",0.0125550922739991
"CD6","GZMH",0.0125548175666608
"APEX1","GNLY",0.0125538865447618
"CD3E","FCRL3",0.0125525256617197
"RACK1","BTLA",0.012550362839047
"CD6","NPM1",0.0125499891013353
"CD300A","GZMB",0.0125497742477694
"RSL1D1","IL17RA",0.0125486931487459
"MYO1F","IL7R",0.0125474986980865
"GPR183","CTLA4",0.0125460188516914
"IL7R","ZNF683",0.0125440494573685
"PTPRC","GNLY",0.0125440433818569
"GZMH","SELPLG",0.0125433460776052
"EMP3","EIF3L",0.0125433209170875
"CD28","NKG7",0.0125429104859731
"IL2RA","APEX1",0.0125413258219115
"EIF3L","FLNA",0.0125393619356131
"CD300A","SAMD3",0.0125393527087011
"CD300A","TOMM7",0.0125390149314704
"CTLA4","SELPLG",0.0125369255245342
"IL7R","CD300A",0.0125367262023269
"LTB","CD4",0.0125351627222328
"GZMB","ITGB2",0.0125338282152871
"ITGAM","CD69",0.0125333200374119
"CD8B","ITGAM",0.0125326840928493
"ACTN1","CD8A",0.0125288935737363
"RSL1D1","SAMD3",0.0125279562103618
"ARHGAP25","CCR7",0.0125272497626047
"EEF2","PTPRC",0.0125266669230326
"PRF1","NPM1",0.0125262582446305
"ITGB2","SELL",0.0125252663656825
"GIMAP5","AIF1",0.0125235897828614
"GIMAP5","CD300A",0.0125224138640197
"RPS5","IL2RB",0.0125224058462685
"IL2RB","CD69",0.0125216671987565
"EEF2","GZMH",0.0125194741131354
"TIGIT","ACTN1",0.0125181875468487
"ZNF683","S1PR5",0.0125169601190069
"FCMR","CD6",0.0125168029687034
"APEX1","EIF3L",0.0125148165138572
"SELL","CD14",0.01251428058499
"VCL","GZMH",0.0125140802011764
"CD52","IL2RA",0.0125127496976947
"CD28","RSL1D1",0.0125119815655712
"FGFBP2","PTPRC",0.0125112899899955
"VCL","S1PR5",0.0125104222668768
"ACTN1","CD3D",0.0125096255399829
"IFNG","CD6",0.0125088779416123
"ITGAM","LGALS1",0.0125073168282014
"ACTN1","CD300A",0.0125062747312852
"CD3G","GNLY",0.0125058960358167
"AIF1","GZMK",0.012505151314577
"CD19","ITGAM",0.0125021716775904
"PTPRC","CD27",0.0125021247826857
"CD2","ACTN1",0.0125020068735559
"RSL1D1","PRF1",0.0125015393017659
"TIGIT","CD27",0.0125011596312206
"FGFBP2","IL2RA",0.0125009668371172
"CD27","CTLA4",0.0125006461201848
"CD5","IFNG",0.0124990278471156
"FCMR","CD28",0.0124988214617446
"CD3D","TIGIT",0.0124980848827306
"CD8B","IFNG",0.0124963619207698
"APEX1","GZMH",0.0124953706138567
"NOP53","CTLA4",0.0124942363899067
"CD3E","BIN2",0.0124933703729529
"CD4","APEX1",0.0124904145383556
"TBX21","PTPRC",0.0124886635564993
"CTLA4","TIGIT",0.0124877671142709
"SELPLG","FCMR",0.0124872284896464
"CD14","PLEK",0.012484889875129
"IL2RB","RPS5",0.0124839269602277
"CD3D","FCRL3",0.0124813923753612
"SELL","ITGAM",0.0124812981899486
"BIN2","RACK1",0.0124809009499778
"FGFBP2","SELPLG",0.0124792471088573
"RACK1","CD19",0.0124754556206448
"ACTN1","KLRB1",0.0124753765299836
"NKG7","RPS5",0.0124744150061776
"EEF1B2","ITGAM",0.0124743491876119
"MYO1F","MYO1G",0.0124740102696688
"SAMD3","ZNF683",0.0124729605217177
"CD3G","EEF1B2",0.0124707360970371
"CD3E","CD28",0.0124704910949061
"IL2RB","CD52",0.0124690012000988
"BIN2","S1PR5",0.0124689012522721
"CD28","SELPLG",0.0124682649512021
"PTPRC","CD19",0.0124678205610655
"RSL1D1","CD300A",0.0124677713008656
"VCL","CD14",0.0124669044079539
"ARHGAP25","EMP3",0.0124644644119013
"CD14","ITGAM",0.0124637737126688
"CCR7","BTLA",0.0124607209668402
"AIF1","SELPLG",0.0124603455451293
"NPM1","CD6",0.012459611433
"LGALS1","NKG7",0.0124591713230531
"BIN2","NOP53",0.0124587739587199
"EEF1B2","CD5",0.0124586737354744
"CD4","BIN2",0.01245844899392
"IL2RB","PTPRC",0.0124574171306814
"NOP53","PRF1",0.0124570175895575
"APEX1","GPR183",0.0124556712146198
"CD4","IL2RB",0.0124556465836476
"IL2RA","LTB",0.0124554695372774
"FGFBP2","CD28",0.0124537661994191
"EEF2","GPR183",0.012449365764871
"GIMAP5","IL7R",0.0124482553834503
"CD3G","FCRL3",0.0124473735938941
"GPR183","CD5",0.0124467115449051
"CD69","APEX1",0.012444394175854
"SELL","GNLY",0.012442983023489
"APEX1","NOP53",0.0124422160779189
"FCMR","NKG7",0.0124417071717576
"MYO1G","NOP53",0.0124410631182841
"PTPRC","ACTN1",0.0124397966900072
"IL7R","GIMAP5",0.0124394253600217
"IL2RA","CD14",0.0124357596260435
"NPM1","GNLY",0.0124357249881486
"MYO1G","CD4",0.0124355489569593
"CD14","S1PR5",0.012435513986353
"FCMR","PRF1",0.0124345728063263
"RPS8","TOMM7",0.012433827085409
"CCR7","GIMAP5",0.0124333366344388
"GPR183","EMP3",0.0124331526252548
"CTLA4","CD3E",0.0124328559828751
"GZMK","PTPRC",0.0124323445664502
"GPR183","CD2",0.0124321667295688
"RPS5","ITGB2",0.0124318622606612
"LTB","MYO1F",0.0124303624526
"GZMB","IL7R",0.0124301935511965
"SELL","CD6",0.012429299232747
"CD28","SAMD3",0.0124282322106815
"GIMAP5","EEF2",0.0124222542949757
"NPM1","CD3G",0.0124215236891764
"IFNG","CD69",0.0124202852318688
"FGR","GPR183",0.0124176112537671
"LTB","FCGR3B",0.0124165642551106
"CD14","CCR7",0.012415835797507
"FGFBP2","FCRL3",0.0124140538415402
"FCGR3B","CD3D",0.0124139177579725
"NPM1","S1PR5",0.012413897462303
"CD69","FGR",0.0124138434330104
"TIGIT","RACK1",0.0124122848362504
"KLRB1","CD6",0.012410858002785
"ITGAM","RSL1D1",0.0124020637130402
"BIN2","GIMAP5",0.0124018476442561
"PTPRC","EEF1B2",0.0124011949435784
"EMP3","CD8B",0.0124009813886414
"BIN2","KLRB1",0.0124002584454128
"CD5","SELPLG",0.0124001576767024
"CD69","EEF2",0.0123985308960846
"BIN2","SELPLG",0.0123968137435778
"CD52","GPR183",0.0123965305003046
"CD3E","IL2RB",0.0123953684665781
"PTPRC","CD28",0.0123932480213617
"RPS5","CD19",0.0123930539298943
"GZMH","SELL",0.0123914840608138
"SELL","EMP3",0.0123904881999033
"CD3G","TIGIT",0.0123900650123755
"IL2RA","RACK1",0.0123881814558722
"FCMR","GPR183",0.0123847838036382
"RPS8","CD300A",0.0123846484851255
"CD2","IFNG",0.0123836825299525
"PTPRC","RSL1D1",0.0123833178760648
"RPS5","CD8A",0.0123827860347849
"CD27","RSL1D1",0.0123825324844387
"LGALS1","RACK1",0.0123821608653515
"TOMM7","CD52",0.0123808752548478
"PLEK","EIF3L",0.0123806216212675
"RSL1D1","GPR183",0.0123798384333452
"CD8B","ACTN1",0.0123796451724557
"NKG7","FCMR",0.012374907618303
"TIGIT","PLEK",0.0123744441925164
"IL17RA","CCR7",0.0123734405335008
"ARHGAP25","MYO1G",0.0123713238626617
"IL7R","CD3E",0.0123712482694255
"LTB","GNLY",0.0123711516155466
"TOMM7","CD5",0.0123708159466426
"CD28","IL2RB",0.0123706675051246
"IL17RA","LTB",0.0123694108313946
"TOMM7","RACK1",0.0123669672369285
"CTLA4","NKG7",0.0123666989487082
"SELL","GZMB",0.012365033917441
"PLEK","FCMR",0.012365005439363
"PTPRC","IFNG",0.0123636107527985
"ZNF683","FGFBP2",0.0123630559314893
"MYO1G","APEX1",0.0123623010741781
"IFNG","BTLA",0.0123613303500832
"LGALS1","GZMH",0.0123595679769786
"CTLA4","GZMK",0.0123593324755197
"CD8B","CD14",0.0123587995603107
"CD6","TBX21",0.0123581641473065
"PLEK","CD14",0.0123579175253119
"BIN2","CD14",0.0123576213557167
"EMP3","GNLY",0.0123576054524008
"FCRL3","CD14",0.0123571297665399
"IL7R","AIF1",0.0123569073457296
"CD3G","CCR7",0.0123565363108386
"CD14","CD5",0.0123556508986767
"CD8B","AIF1",0.0123551114287479
"ITGB2","FLNA",0.012353312698227
"EMP3","FCGR3B",0.0123531175884167
"FCMR","PTPRC",0.0123529475147418
"CD4","CD27",0.0123524878380867
"LTB","PRF1",0.0123520509512437
"BTLA","ZNF683",0.0123508336567551
"GZMH","CD6",0.0123506970740322
"BIN2","RPS5",0.0123502790164733
"MYO1G","BIN2",0.0123473377887716
"CD27","SELPLG",0.012347313793901
"MYO1G","FGFBP2",0.0123452360287612
"IFNG","RSL1D1",0.0123450414296693
"FGR","CD28",0.0123438872793047
"CD4","SELPLG",0.0123434192755849
"TIGIT","ITGB2",0.0123429557889025
"TOMM7","CD2",0.0123424932389382
"IFNG","ITGAM",0.0123417579264653
"PRF1","MYO1G",0.0123413154157519
"CD4","PTPRC",0.0123403426753286
"APEX1","IL2RB",0.0123401838610301
"FCGR3B","PTPRC",0.0123401678659679
"IL7R","BTLA",0.0123389749377064
"S1PR5","CD28",0.0123382778221522
"IFNG","CD8A",0.0123371583611505
"BIN2","LTB",0.0123368350306178
"SELL","CD27",0.012335931201914
"EMP3","ARHGAP25",0.0123358290801459
"CD3E","VCL",0.0123342220466509
"TOMM7","NOP53",0.0123338938189532
"RPS5","KLRB1",0.0123338933824073
"PTPRC","TIGIT",0.0123334702863141
"EIF3L","CD300A",0.0123331276444695
"RACK1","LGALS1",0.0123329869582839
"CD300A","CD6",0.0123319316117681
"SELPLG","CD8A",0.0123309038785529
"VCL","CD27",0.0123293309870622
"CD8B","BTLA",0.0123284224393527
"BTLA","EIF3L",0.0123283893496571
"ZNF683","LTB",0.0123254410242363
"IL17RA","MYO1F",0.0123242643227297
"CD8B","GNLY",0.0123232109709723
"FLNA","FGFBP2",0.0123229415951316
"GIMAP5","CD52",0.0123218298356919
"CD2","VCL",0.0123212298103772
"FGFBP2","CD3D",0.0123195098674968
"LGALS1","NOP53",0.0123187219831938
"IL17RA","RACK1",0.0123184452596845
"PLEK","NPM1",0.0123183413602833
"CD14","GZMK",0.0123181448344705
"KLRB1","CD69",0.0123177831319632
"PTPRC","S1PR5",0.0123171428811848
"GIMAP5","SAMD3",0.0123170257863846
"IFNG","TIGIT",0.0123157967927447
"ITGB2","FCRL3",0.012313711952362
"FCGR3B","ZNF683",0.0123136822210132
"AIF1","CD3E",0.0123133011503327
"CD8B","CCR7",0.012311972304243
"EEF1B2","BTLA",0.0123119207610878
"CD69","FLNA",0.0123113066392409
"RSL1D1","TBX21",0.0123095816877725
"IL17RA","GZMB",0.0123085726316506
"TOMM7","ITGB2",0.0123080650497333
"AIF1","CD3D",0.0123074113884655
"CD28","BTLA",0.0123071167234829
"SELPLG","EIF3L",0.0123048428715093
"FGR","S1PR5",0.0123042776762006
"GIMAP5","IFNG",0.0123042753646961
"CTLA4","BIN2",0.0123033873211895
"FCRL3","GNLY",0.012302747403805
"RSL1D1","PTPRC",0.0123022013118977
"NKG7","RACK1",0.0123019865709955
"BIN2","CD300A",0.0123013091745184
"BTLA","EMP3",0.0123002866670006
"IFNG","SAMD3",0.0122999651708701
"ITGB2","CD28",0.0122991023235761
"EEF2","ZNF683",0.0122989860473525
"CD300A","ACTN1",0.0122983847051426
"SELPLG","APEX1",0.0122939094749109
"RPS5","PLEK",0.0122922677052546
"IFNG","GZMK",0.0122921907042279
"CD8B","EEF1B2",0.0122914340460724
"GPR183","CD6",0.0122887457521806
"IL2RA","IL17RA",0.0122856998321176
