Interactor_A	Interactor_B	Score	type
1426	HSCB	ERAL1	450	physical
1427	HSCB	GLS	835	physical
1428	HSCB	MRPS28	645	physical
1429	HSCB	MRPS18B	1010	physical
1430	HSCB	ACAD9	510	physical
1431	HSCB	MRPL13	440	physical
1432	HSCB	NDUFAF4	665	physical
1433	HSCB	MRPL22	450	physical
1434	HSCB	GRSF1	455	physical
1435	HSCB	PYCR2	1295	physical
1436	HSCB	MMAB	460	physical
1437	HSCB	NDUFS7	585	physical
1438	HSCB	LETM1	1595	physical
1439	HSCB	MDH2	435	physical
1440	HSCB	NDUFA2	465	physical
1441	HSCB	NDUFA5	965	physical
1442	HSCB	NDUFA7	410	physical
1443	HSCB	NDUFS1	510.12	physical
1444	HSCB	NDUFS2	767.2	physical
1445	HSCB	NDUFV1	985	physical
1446	HSCB	NDUFS6	450	physical
1447	HSCB	NDUFS8	590	physical
1448	HSCB	NDUFV2	770	physical
1449	HSCB	NDUFV3	1970	physical
1450	HSCB	OGDH	3085	physical
1451	HSCB	MRPL4	325	physical
1452	HSCB	MRPS7	1805	physical
1453	HSCB	TACO1	355	physical
1454	HSCB	PDHA1	630	physical
1455	HSCB	MRPS23	1270	physical
1456	HSCB	MRPL50	435	physical
1457	HSCB	TRMT10C	880	physical
1458	HSCB	C17orf80	1230	physical
1459	HSCB	PTCD3	2055	physical
1460	HSCB	MRPL20	505	physical
1461	HSCB	MRPS10	750	physical
1462	HSCB	IARS2	2930	physical
1463	HSCB	NDUFA12	840	physical
1464	HSCB	VARS2	600	physical
1465	HSCB	MRPS35	1560	physical
1466	HSCB	BCS1L	725	physical
1467	HSCB	MRPL12	355	physical
1468	HSCB	MRPS14	445	physical
1469	HSCB	ACOT1	2800	physical
1470	HSCB	MRPS25	775	physical
1471	HSCB	SHMT2	2790	physical
1472	HSCB	ATPAF1	465	physical
1473	HSCB	MRPS26	1080	physical
1474	HSCB	MRPS24	820	physical
1475	HSCB	MRPS9	1800	physical
1476	HSCB	MRPS5	1240	physical
1477	HSCB	MRPL44	625	physical
1478	HSCB	MRPS34	1430	physical
1479	HSCB	DAP3	884.8	physical
1480	HSCB	PDHX	315	physical
1481	HSCB	NFS1	635	physical
1482	HSCB	NDUFAF2	935	physical
1483	HSCB	MRPS36	595	physical
1484	HSCB	MRPL19	330	physical
1485	HSPA12B	LPHN2	485	physical
1486	HSPA12B	ARHGEF10	350	physical
1487	HSPA13	HYOU1	845	physical
1488	HSPA13	GANAB	465	physical
1489	HSPA13	NUP210	650	physical
1490	HSPA13	PDIA3	550.67	physical
1491	HSPA13	P4HB	585	physical
1492	HSPA13	GRAMD1A	895	physical
1493	HSPA13	PDIA4	950	physical
1494	HSPA14	DNAJC2	1405	physical
1495	HSPA1A	HSPBP1	355	physical
1496	HSPA5	HYOU1	1860	physical
1497	HSPA5	ERP29	510	physical
1498	HSPA5	IKBIP	555	physical
1499	HSPA5	DDOST	390	physical
1500	HSPA5	EMC1	665	physical
1501	HSPA5	GANAB	1390	physical
1502	HSPA5	NUP210	1555	physical
1503	HSPA5	PDIA3	872.67	physical
1504	HSPA5	LMAN1	495	physical
1505	HSPA5	NUCB2	580	physical
1506	HSPA5	P4HB	990	physical
1507	HSPA5	PLOD1	310	physical
1508	HSPA5	PPIB	465	physical
1509	HSPA5	UGGT2	705	physical
1510	HSPA5	PRKCSH	540	physical
1511	HSPA5	UGGT1	1815	physical
1512	HSPA5	RCN1	345	physical
1513	HSPA5	COLGALT1	430	physical
1514	HSPA5	CALR	315	physical
1515	HSPA5	CALU	460	physical
1516	HSPA5	PDIA4	1900	physical
1517	HSPA9	TIMM44	945	physical
1518	HSPA9	DLST	500	physical
1519	HSPA9	ETFA	495	physical
1520	HSPA9	CLUH	550.67	physical
1521	HSPA9	PYCR2	430	physical
1522	HSPA9	NDUFA5	315	physical
1523	HSPA9	NDUFV3	750	physical
1524	HSPA9	OGDH	430	physical
1525	HSPA9	PTCD3	740	physical
1526	HSPA9	IARS2	1345	physical
1527	HSPA9	ACOT1	1060	physical
1528	HSPA9	SHMT2	600	physical
1529	LRRC61	SNX5	370	physical
1530	PRKACA	MARK2	385	physical
1531	PRKACA	PRKAR1A	2820	physical
1532	PRKACA	PRKAR1B	675	physical
1533	PRKACA	PRKAR2B	1370	physical
1534	PRKACA	SLC12A2	510	physical
1535	RWDD1	DRG2	1323	physical
1536	RWDD1	DNAJC2	1225	physical
1537	RWDD1	HSPA14	1015	physical
1538	SEC63	SRPR	372.4	physical
1539	SEC63	VRK2	455	physical
1540	SEC63	VAPB	595	physical
1541	SEC63	EMC2	590	physical
1542	SEC63	FNDC3A	335	physical
1543	SEC63	EMC1	1565	physical
1544	SEC63	CLCC1	335	physical
1545	SEC63	UBXN4	505	physical
1546	SEC63	TOR1AIP1	690	physical
1547	SEC63	LRRC59	420	physical
1548	SEC63	EMC3	350	physical
1549	SEC63	CCDC47	2385	physical
1550	SEC63	DDRGK1	550	physical
1551	SEC63	ST7	1245	physical
1552	SEC63	EIF2AK3	530	physical
1553	RPA2	RPA3	494.2608923	physical
1554	ARPC4	ARPC2	478.1713346	physical
1555	HAUS2	HAUS3	453.0847976	physical
1556	ARPC4	ARPC1A	451.7101233	physical
1557	HAUS2	HAUS4	445.0358445	physical
1558	HAUS6	HAUS2	443.9987284	physical
1559	ARPC4	ACTR2	435.7155906	physical
1560	CBX3	CBX1	428.5799967	physical
1561	HAUS2	HAUS5	428.3937929	physical
1562	RPA1	RPA3	415.2081205	physical
1563	HAUS2	HAUS1	410.0707551	physical
1564	ARPC1A	ARPC5	399.9368308	physical
1565	ARPC4	ARPC5	384.4682119	physical
1566	ARPC4	ACTR3	383.2032407	physical
1567	ACTR2	ARPC5	380.7385103	physical
1568	STK4	STK3	377.1858166	physical
1569	ACTR2	ARPC1A	376.0188163	physical
1570	HAUS2	HAUS8	373.1896423	physical
1571	RPRD1B	RPRD1A	355.9887735	physical
1572	ACTR3	ARPC5	353.1598088	physical
1573	ARPC2	ARPC1A	349.4160735	physical
1574	HAUS7	HAUS2	345.2343504	physical
1575	EXOSC5	EXOSC3	341.0178896	physical
1576	ARPC1A	ACTR3	338.0154725	physical
1577	SUPT4H1	SUPT5H	322.4484628	physical
1578	ARPC2	ARPC5	316.2577986	physical
1579	ARPC2	ACTR2	302.5045914	physical
1580	ACTR2	ACTR3	301.2935179	physical
1581	FNTB	FNTA	301.0122366	physical
1582	AARS2	ACOT2	313.6	physical
1583	AARS2	AFG3L2	318.68	physical
1584	AARS2	C17orf80	355	physical
1585	AARS2	CLPX	385	physical
1586	AARS2	DBT	340	physical
1587	AARS2	FASTKD5	360	physical
1588	AARS2	GFM1	645	physical
1589	AARS2	GLS	335	physical
1590	AARS2	GRSF1	515	physical
1591	AARS2	IARS2	1140	physical
1592	AARS2	LETM1	458.18	physical
1593	AARS2	LRPPRC	367.5	physical
1594	AARS2	MRPS31	875	physical
1595	AARS2	MRPS9	360	physical
1596	AARS2	NDUFAF2	335	physical
1597	AARS2	NDUFAF4	355	physical
1598	AARS2	NDUFV3	885	physical
1599	AARS2	POLG	305	physical
1600	AARS2	POLRMT	465	physical
1601	AARS2	SHMT2	640	physical
1602	AARS2	TACO1	315	physical
1603	AARS2	TIMM44	425	physical
1604	AARS2	TRMT10C	510	physical
1605	AARS2	VARS2	405	physical
1606	AARS2	VWA8	630	physical
1607	ACBD5	MYO5C	790	physical
1608	ACBD5	OCIAD1	469.58	physical
1609	ACBD5	PEX3	370	physical
1610	ACTB	ACTC1	1015	physical
1611	ACTR1A	DENND5B	440	physical
1612	ACTR1A	VEZT	515	physical
1613	ACTR3	ARPIN	540	physical
1614	ACTR3	FLII	350	physical
1615	AGPS	GNPAT	1010	physical
1616	AGPS	HSD17B4	1325	physical
1617	AGPS	PEX5	680	physical
1618	AIFM1	APOOL	390	physical
1619	AIFM1	ATAD3A	630	physical
1620	AIFM1	ATAD3B	390	physical
1621	AIFM1	ATP5B	339.06	physical
1622	AIFM1	CKMT1A	560	physical
1623	AIFM1	CLPB	1030	physical
1624	AIFM1	COX15	315	physical
1625	AIFM1	COX4I1	325	physical
1626	AIFM1	DNAJC11	310	physical
1627	AIFM1	IARS2	860	physical
1628	AIFM1	IMMT	1255	physical
1629	AIFM1	OPA1	405	physical
1630	AIFM1	USP30	560	physical
1631	AKAP1	DNAJA2	500	physical
1632	AKAP1	HELZ	583.33	physical
1633	AKAP1	ACBD5	425	physical
1634	AKAP1	ARMC10	470	physical
1635	AKAP1	BCL2L13	845	physical
1636	AKAP1	CYB5B	875	physical
1637	AKAP1	HK1	304.5	physical
1638	AKAP1	MAOA	325	physical
1639	AKAP1	FAM73A	350	physical
1640	AKAP1	PEX1	430	physical
1641	AKAP1	PRKCD	355	physical
1642	AKAP1	PRKCQ	440	physical
1643	AKAP1	RAB1A	330	physical
1644	AKAP1	RAB7A	370	physical
1645	AKAP1	SNAP47	375	physical
1646	AKAP1	VPS13A	630	physical
1647	AKAP1	VPS13D	420	physical
1648	AMOT	AMOTL1	985	physical
1649	AMOT	MPDZ	1750	physical
1650	AMOT	MPP5	395	physical
1651	AMOT	NF2	425	physical
1652	AMOT	INADL	1095	physical
1653	AMOT	PTPN14	365	physical
1654	ANAPC2	DNAJA2	395	physical
1655	ANK3	SPTBN1	355	physical
1656	ANKFY1	IGF2R	445	physical
1657	ANKFY1	LNPEP	475	physical
1658	ANKFY1	TFRC	360	physical
1659	ANKFY1	VPS8	760	physical
1660	AP2B1	AP2A1	880	physical
1661	AP2B1	AP2A2	1030	physical
1662	AP2B1	TFRC	305	physical
1663	ARF6	ABCC1	360	physical
1664	ARF6	CPD	475	physical
1665	ARF6	IGF2R	320	physical
1666	ARF6	ITGA2	310	physical
1667	ARF6	ITGB1	455	physical
1668	ARF6	LMAN1	465	physical
1669	ARF6	NOTCH2	465	physical
1670	ARF6	SPTBN2	330	physical
1671	ARF6	TFRC	425	physical
1672	ARF6	VAMP2	320	physical
1673	ARF6	WDR6	315	physical
1674	ASF1A	CABIN1	585	physical
1675	ASF1A	CDAN1	370	physical
1676	ASF1A	HIRA	1130	physical
1677	ASF1A	TLK1	345	physical
1678	ASF1A	TLK2	700	physical
1679	ASF1A	UBN1	710	physical
1680	ASF1A	UBN2	810	physical
1681	ASH2L	KDM6A	490	physical
1682	ASH2L	KMT2C	1455	physical
1683	ASH2L	SETD1A	330.56	physical
1684	ATP2A1	HMOX2	550	physical
1685	ATP2A1	ITGB1	330	physical
1686	ATP2A1	LMAN1	1375	physical
1687	ATP2A1	STT3B	325	physical
1688	ATP2A1	SYNE2	430	physical
1689	ATP2A1	VEZT	410	physical
1690	B3GAT1	GORASP2	498.75	physical
1691	B3GAT1	IGF2R	765	physical
1692	B3GAT1	LMAN1	425	physical
1693	B3GAT1	ROBO1	530	physical
1694	B3GAT1	SEC31A	340	physical
1695	B3GAT1	SLC6A8	305	physical
1696	B3GAT1	STT3B	600	physical
1697	B3GAT1	TMEM87A	375	physical
1698	BCAP31	ATP6AP2	335	physical
1699	BCAP31	HSPA1B	335	physical
1700	BCAP31	LMAN1	450	physical
1701	BCAP31	POR	385	physical
1702	BCAP31	VCP	355	physical
1703	BCAP31	VRK2	315	physical
1704	C17orf59	CCDC22	330	physical
1705	C17orf59	HSPA1B	635	physical
1706	C17orf59	INPPL1	365	physical
1707	C17orf59	NIN	310	physical
1708	C11orf52	FLOT2	315	physical
1709	C11orf52	LLGL1	305	physical
1710	C11orf52	NOTCH2	395	physical
1711	C11orf52	SPTBN1	390	physical
1712	CALR3	CALU	395	physical
1713	CALR3	GANAB	645	physical
1714	CALR3	LMAN1	360	physical
1715	CALR3	MIA3	680	physical
1716	CALR3	NUCB2	410	physical
1717	CALR3	NUP210	380	physical
1718	CALR3	P4HB	408	physical
1719	CALR3	PDIA4	540	physical
1720	CALR3	UGGT1	615	physical
1721	CALR3	UGGT2	525	physical
1722	CALU	GANAB	365	physical
1723	CALU	LMAN1	315	physical
1724	CALU	MIA3	375	physical
1725	CALU	PDIA4	372	physical
1726	CAMSAP2	CAMSAP3	668.89	physical
1727	CAMSAP2	SOGA1	400	physical
1728	CAV1	ANKRD26	495	physical
1729	CAV1	GOLGB1	505	physical
1730	CAV1	GORASP2	400	physical
1731	CAV1	NOTCH2	415	physical
1732	CAV1	PPFIBP1	505	physical
1733	CAV1	SLC12A2	825	physical
1734	CAV1	SLC4A7	430	physical
1735	CAV1	TMEM2	305	physical
1736	CAV1	TRIP11	715	physical
1737	CBX3	WHSC1	380	physical
1738	CCDC14	CCDC18	605	physical
1739	CCDC14	CEP131	1356.25	physical
1740	CCDC14	CEP290	410	physical
1741	CCDC14	CSPP1	310	physical
1742	CCDC14	KIAA0753	645	physical
1743	CCDC14	PIBF1	415	physical
1744	CCDC14	TBC1D31	335	physical
1745	CD3EAP	POLR1A	315	physical
1746	CD3EAP	POLR1E	450	physical
1747	CDK5RAP2	AKAP9	407.75	physical
1748	CENPA	HJURP	495	physical
1749	CEP135	C2CD3	465	physical
1750	CEP135	CCDC18	460	physical
1751	CEP135	CEP128	305	physical
1752	CEP135	CEP131	1220.62	physical
1753	CEP135	CEP162	305	physical
1754	CEP135	CEP290	540	physical
1755	CEP135	CEP295	440	physical
1756	CEP135	CSPP1	660	physical
1757	CEP135	HERC2	575	physical
1758	CEP135	KIAA0753	410	physical
1759	CEP135	MPHOSPH9	356.36	physical
1760	CEP135	NIN	625	physical
1761	CEP135	TBC1D31	345	physical
1762	CKAP4	SEC63	303.33	physical
1763	CKAP4	STIM1	335	physical
1764	CLTA	BMP2K	335	physical
1765	CLTA	CLTCL1	345	physical
1766	CLTB	CLTCL1	560	physical
1767	COIL	CASP8AP2	310	physical
1768	COX4I1	CLPB	352	physical
1769	COX4I1	COX15	500	physical
1770	COX4I1	COX5A	445	physical
1771	COX4I1	COX6B1	330	physical
1772	COX4I1	IARS2	585	physical
1773	COX4I1	IMMT	359	physical
1774	COX8A	ACOT2	420	physical
1775	COX8A	ATP5B	382.81	physical
1776	COX8A	C1QBP	785	physical
1777	COX8A	CLPX	325	physical
1778	COX8A	CLUH	1195	physical
1779	COX8A	GLS	380	physical
1780	COX8A	GRSF1	670	physical
1781	COX8A	IARS2	800	physical
1782	COX8A	LETM1	687.27	physical
1783	COX8A	LRPPRC	636.73	physical
1784	COX8A	MRPS31	955	physical
1785	COX8A	MRPS9	320	physical
1786	COX8A	NDUFAF2	330	physical
1787	COX8A	NDUFV3	815	physical
1788	COX8A	POLRMT	585	physical
1789	COX8A	SHMT2	745	physical
1790	COX8A	TACO1	410	physical
1791	COX8A	TIMM44	490	physical
1792	COX8A	TRMT10C	425	physical
1793	COX8A	VWA8	500	physical
1794	CS	ACOT2	352.8	physical
1795	CS	ATP5B	352.19	physical
1796	CS	C17orf80	415	physical
1797	CS	CLPX	315	physical
1798	CS	ETFA	306.25	physical
1799	CS	GLS	450	physical
1800	CS	GRSF1	510	physical
1801	CS	IARS2	1475	physical
1802	CS	LETM1	668.18	physical
1803	CS	LRPPRC	424.04	physical
1804	CS	MRPS31	660	physical
1805	CS	NDUFAF2	360	physical
1806	CS	NDUFV3	965	physical
1807	CS	SHMT2	590	physical
1808	CS	TACO1	370	physical
1809	CS	TIMM44	520	physical
1810	CS	TRMT10C	335	physical
1811	CS	UQCC1	360	physical
1812	CS	VARS2	365	physical
1813	CS	VWA8	905	physical
1814	CTNNA1	CTNNA2	1275	physical
1815	CTNNA1	CTNNB1	465	physical
1816	CTNNA1	KIAA1462	460	physical
1817	CTNNA1	KIAA1217	303.33	physical
1818	CTNNA1	PLEKHA7	400	physical
1819	CTNNB1	CCDC88C	855	physical
1820	CTNNB1	KIAA1462	540	physical
1821	CTNNB1	KIAA1217	822.5	physical
1822	CTNNB1	PKP4	605	physical
1823	CTNNB1	PLCH1	520	physical
1824	CTNNB1	PLEKHA6	400	physical
1825	CTNNB1	PLEKHA7	1155	physical
1826	CTNNB1	PPP1R13B	895	physical
1827	CTNNB1	SIPA1L3	399.58	physical
1828	CTNNB1	SRCIN1	465	physical
1829	CTNNB1	USP54	380	physical
1830	CXADR	OCLN	355	physical
1831	CXADR	PIK3R2	370	physical
1832	CXADR	WDR6	360	physical
1833	DCTN1	CENPE	620	physical
1834	DCTN1	HMMR	380	physical
1835	DERL1	HMOX2	320	physical
1836	DERL1	LMAN1	340	physical
1837	DERL1	MTMR3	375	physical
1838	DERL1	PKMYT1	460	physical
1839	DERL1	POR	385	physical
1840	DERL1	SYNE2	610	physical
1841	DERL1	VEZT	395	physical
1842	DERL1	VRK2	360	physical
1843	DHFRL1	HSPA1B	1315	physical
1844	DHFRL1	HSPA1L	495	physical
1845	DHFRL1	STT3B	1190	physical
1846	DIRAS3	SPTBN1	615	physical
1847	DYNC1I2	DYNC1LI1	667.69	physical
1848	EBAG9	GOLGA3	400	physical
1849	EBAG9	GOLGB1	995	physical
1850	EBAG9	TMF1	480	physical
1851	EBAG9	TRIP11	820	physical
1852	EIF6	LTN1	368.96	physical
1853	ELOVL5	CPD	610	physical
1854	ELOVL5	EIF2AK3	305	physical
1855	ELOVL5	GOLGA3	463.08	physical
1856	ELOVL5	GOPC	475	physical
1857	ELOVL5	ITPR3	311.5	physical
1858	ELOVL5	LMNB1	304.23	physical
1859	ELOVL5	NOTCH1	500	physical
1860	ELOVL5	NOTCH2	955	physical
1861	ELOVL5	STBD1	305	physical
1862	ELOVL5	STIM1	345	physical
1863	ELOVL5	UBE2J1	310	physical
1864	ELOVL5	VPS13B	345	physical
1865	ELOVL5	VRK2	373.33	physical
1866	EMD	FAF2	320	physical
1867	EMD	FNDC3A	370	physical
1868	EMD	LMAN1	415	physical
1869	EMD	LMNB1	315	physical
1870	EMD	POM121	305	physical
1871	EMD	SMPD4	870	physical
1872	EMD	STIM1	610	physical
1873	EMD	STX5	335	physical
1874	EMD	TMEM131	305	physical
1875	EMD	VEZT	555	physical
1876	ERGIC1	LMAN1	645	physical
1877	ERGIC2	GOLGA3	305	physical
1878	ERGIC2	GOLGB1	845	physical
1879	ERGIC2	GOPC	460	physical
1880	ERGIC2	TRIP11	1615	physical
1881	EZR	MSN	3325	physical
1882	FBL	MPHOSPH10	770	physical
1883	FBL	NOL8	848	physical
1884	FLOT1	CCDC88A	350	physical
1885	FLOT1	EPB41L1	305	physical
1886	FLOT1	FLOT2	1030	physical
1887	GFAP	INA	445.67	physical
1888	GJA1	CCDC88A	430	physical
1889	GJA1	CPD	310	physical
1890	GJA1	NOTCH2	435	physical
1891	GJA1	USP6NL	310	physical
1892	GJA1	VPS13B	455	physical
1893	GJD3	ATP6AP2	335	physical
1894	GJD3	CPD	610	physical
1895	GJD3	GOPC	575	physical
1896	GJD3	GORASP2	542.5	physical
1897	GJD3	LMAN1	530	physical
1898	GJD3	SEC24A	392.78	physical
1899	GJD3	SEC31A	335	physical
1900	GJD3	VANGL1	305	physical
1901	GJD3	VPS13B	320	physical
1902	GOLGA1	CPD	630	physical
1903	GOLGA1	TMF1	408	physical
1904	HIST1H3A	SHPRH	400	physical
1905	HNRNPA1	RALY	345	physical
1906	HNRNPA1	STRBP	635	physical
1907	HSD17B11	AUP1	325	physical
1908	HSD17B11	EIF2AK3	385	physical
1909	HSD17B11	FNDC3A	370	physical
1910	HSD17B11	ITPR2	320	physical
1911	HSD17B11	ITPR3	364	physical
1912	HSD17B11	LMAN1	525	physical
1913	HSD17B11	NSDHL	310	physical
1914	HSD17B11	POR	315	physical
1915	HSD17B11	SEC63	303.33	physical
1916	HSD17B11	SMPD4	505	physical
1917	HSD17B11	STIM1	400	physical
1918	HSD17B11	TOR1AIP2	365	physical
1919	HSD17B11	VEZT	450	physical
1920	HSD17B11	VRK2	544.44	physical
1921	HSD3B7	LMAN1	475	physical
1922	HSD3B7	SMPD4	535	physical
1923	HSD3B7	STT3B	310	physical
1924	HSD3B7	TOR1AIP2	305	physical
1925	HSD3B7	VEZT	370	physical
1926	HSD3B7	VRK2	451.11	physical
1927	IMPDH2	HSPA1B	310	physical
1928	KDM1A	HSPA1B	595	physical
1929	KDM1A	ZNF217	465	physical
1930	KDM1A	ZNF516	542.5	physical
1931	KRAS	ABCC1	495	physical
1932	KRAS	ALCAM	355	physical
1933	KRAS	BAIAP2	370	physical
1934	KRAS	BRAF	340	physical
1935	KRAS	CCDC88A	445	physical
1936	KRAS	EPB41L1	325	physical
1937	KRAS	FAM83B	410	physical
1938	KRAS	ITGB1	445	physical
1939	KRAS	LLGL1	430	physical
1940	KRAS	LSR	380	physical
1941	KRAS	MARK2	425	physical
1942	KRAS	MPP7	395	physical
1943	KRAS	PVRL2	315	physical
1944	KRAS	NOTCH2	390	physical
1945	KRAS	OCLN	400	physical
1946	KRAS	PPFIA1	525	physical
1947	KRAS	PTPRG	315	physical
1948	KRAS	RAF1	676.67	physical
1949	KRAS	RICTOR	365	physical
1950	KRAS	SLC12A2	417.08	physical
1951	KRAS	SPTBN1	700	physical
1952	KRAS	SPTBN2	485	physical
1953	KRAS	TFRC	350	physical
1954	KRAS	WDR6	385	physical
1955	KRAS	YES1	330	physical
1956	KRT18	CEP131	739.38	physical
1957	KRT18	PLEC	475	physical
1958	KRT19	CCDC18	375	physical
1959	KRT19	CEP131	1330	physical
1960	KRT19	CSPP1	315	physical
1961	KRT19	KIAA0753	375	physical
1962	KRT19	PIBF1	335	physical
1963	KRT8	CEP131	665	physical
1964	LAMP1	ABCC1	415	physical
1965	LAMP1	FAM83B	320	physical
1966	LAMP1	SLC12A2	425	physical
1967	LAMP1	SLC4A7	430	physical
1968	LAMP1	SPTBN2	335	physical
1969	LAMP1	WDR6	355	physical
1970	LAMP2	AP2M1	655	physical
1971	LAMP2	ARFGEF2	415	physical
1972	LAMP2	ARL13B	430	physical
1973	LAMP2	CLCN7	1130	physical
1974	LAMP2	CPD	350	physical
1975	LAMP2	DENND6A	425	physical
1976	LAMP2	LAMTOR1	415	physical
1977	LAMP2	PLD1	900	physical
1978	LAMP2	PLEKHM3	495	physical
1979	LAMP2	RAB7A	305	physical
1980	LAMP2	SNX5	385	physical
1981	LAMP2	STK11IP	455	physical
1982	LAMP2	TBC1D9	425	physical
1983	LAMP2	TFRC	420	physical
1984	LAMP2	TMX1	370	physical
1985	LAMP2	VPS13C	472.5	physical
1986	LAMP3	ABCC1	310	physical
1987	LAMP3	AP2M1	400	physical
1988	LAMP3	CLCN7	695	physical
1989	LAMP3	LMAN1	475	physical
1990	LAMP3	PLD1	485	physical
1991	LAMP3	SLC20A2	425	physical
1992	LAMP3	SNX5	520	physical
1993	LAMP3	SNX6	302.4	physical
1994	LAMP3	TFRC	475	physical
1995	LAMTOR1	ARHGEF10	475	physical
1996	LAMTOR1	CLCN7	490	physical
1997	LAMTOR1	CPD	525	physical
1998	LAMTOR1	DNAJA2	460	physical
1999	LAMTOR1	GOLGA4	367.5	physical
2000	LAMTOR1	RRAGA	500	physical
2001	LAMTOR1	WDR6	315	physical
2002	LATS1	CEP131	350	physical
2003	LATS1	INADL	470	physical
2004	LCK	DNAJA2	440	physical
2005	LMNA	FAM169A	585	physical
2006	LMNA	TOR1AIP1	462	physical
2007	LMNB1	FAM169A	1235	physical
2008	LMNB1	LMNA	635	physical
2009	LMNB1	LMNB2	660	physical
2010	LMNB1	SUN2	305	physical
2011	LRRC59	CALR	410	physical
2012	LRRC59	CALU	490	physical
2013	LRRC59	DNAJC10	370	physical
2014	LRRC59	EMC1	675	physical
2015	LRRC59	ERP29	330	physical
2016	LRRC59	GRAMD1A	428.75	physical
2017	LRRC59	HYOU1	1820	physical
2018	LRRC59	IKBIP	390	physical
2019	LRRC59	LMAN1	455	physical
2020	LRRC59	LRPAP1	390	physical
2021	LRRC59	NOMO2	590	physical
2022	LRRC59	NUCB2	365	physical
2023	LRRC59	NUP210	870	physical
2024	LRRC59	PIGO	470	physical
2025	LRRC59	PPIB	430	physical
2026	LRRC59	PRKCSH	400	physical
2027	LRRC59	RCN1	305	physical
2028	LRRC59	RPN2	415	physical
2029	LRRC59	TMTC3	360	physical
2030	LRRC59	UGGT1	1135	physical
2031	LRRC59	UGGT2	565	physical
2032	LRRC59	FNDC3A	360	physical
2033	LYN	ARAP2	405	physical
2034	LYN	CCDC88A	610	physical
2035	LYN	EPB41L1	520	physical
2036	LYN	EPB41L5	380	physical
2037	LYN	FARP1	320	physical
2038	LYN	FLOT2	405	physical
2039	LYN	LLGL1	360	physical
2040	LYN	MARK2	325	physical
2041	LYN	SPTBN1	740	physical
2042	LYN	VANGL1	390	physical
2043	LYN	YES1	320	physical
2044	LYN	ZDHHC5	355	physical
2045	MAPRE1	CDK5RAP2	795	physical
2046	MAPRE1	GTSE1	565	physical
2047	MAPRE1	NAV1	520	physical
2048	MAPRE1	NCKAP5L	360	physical
2049	MAPRE3	CDK5RAP2	795	physical
2050	MAPRE3	CLIP1	400	physical
2051	MAPRE3	GTSE1	500	physical
2052	MAPRE3	NAV1	720	physical
2053	MARCKS	EPB41L1	355	physical
2054	MARCKS	NOTCH2	350	physical
2055	MARCKS	CPD	585	physical
2056	MARCKS	LMAN1	470	physical
2057	MARCKS	TFRC	425	physical
2058	METTL7A	AUP1	355	physical
2059	METTL7A	CPD	355	physical
2060	METTL7A	DNAJC16	325	physical
2061	METTL7A	EIF2AK3	525	physical
2062	METTL7A	FNDC3A	690	physical
2063	METTL7A	GOLGA3	352.69	physical
2064	METTL7A	ITPR2	500	physical
2065	METTL7A	ITPR3	532	physical
2066	METTL7A	LMNB1	368.85	physical
2067	METTL7A	LRRC59	325	physical
2068	METTL7A	NSDHL	305	physical
2069	METTL7A	POR	390	physical
2070	METTL7A	RAB3GAP1	350	physical
2071	METTL7A	SMPD4	635	physical
2072	METTL7A	STBD1	355	physical
2073	METTL7A	STIM1	515	physical
2074	METTL7A	TOR1AIP2	435	physical
2075	METTL7A	UBE2J1	345	physical
2076	METTL7A	VEZT	370	physical
2077	METTL7A	VRK2	493.89	physical
2078	MLLT4	CCDC88A	430	physical
2079	MLLT4	CCDC88C	310	physical
2080	MLLT4	CS	1020	physical
2081	MLLT4	KIAA1462	420	physical
2082	MLLT4	LZTS2	595	physical
2083	MLLT4	PVRL2	350	physical
2084	MLLT4	PLCH1	405	physical
2085	MLLT4	PPP1R13B	775	physical
2086	MLLT4	SIPA1L3	396.67	physical
2087	MLLT4	USP54	435	physical
2088	MLLT4	USP6NL	315	physical
2089	NDC80	CCDC18	630	physical
2090	NDC80	CDK5RAP2	315	physical
2091	NDC80	CEP131	1465.62	physical
2092	NDC80	CEP162	335	physical
2093	NDC80	CEP290	1040	physical
2094	NDC80	CSPP1	495	physical
2095	NDC80	KIAA0753	655	physical
2096	NDC80	KIF7	847	physical
2097	NDC80	MIB1	388.89	physical
2098	NDC80	NIN	685	physical
2099	NDC80	NUF2	640	physical
2100	NDC80	PIBF1	465	physical
2101	NDC80	TBC1D31	470	physical
2102	NEFM	INA	1234.33	physical
2103	NEFM	NEFL	1985	physical
2104	NIFK	SIRT1	320	physical
2105	NOP56	HYOU1	390	physical
2106	NUP155	NUP188	468.33	physical
2107	NUP155	POM121	665	physical
2108	NUP155	SENP1	560	physical
2109	NUP155	SENP2	350	physical
2110	NUP155	SMPD4	435	physical
2111	NUP50	MCM3AP	370	physical
2112	OCLN	CCDC88A	700	physical
2113	OCLN	EPB41L1	320	physical
2114	OCLN	MARK2	340	physical
2115	OCLN	USP6NL	320	physical
2116	OCLN	VANGL1	335	physical
2117	PARD3	CCDC88A	390	physical
2118	PARD3	CCDC88C	795	physical
2119	PARD3	KIRREL	330	physical
2120	PARD3	LZTS2	370	physical
2121	PARD3	MAGI1	365.56	physical
2122	PARD3	NOTCH2	360	physical
2123	PARD3	INADL	450	physical
2124	PARD3	PKP4	505	physical
2125	PARD3	PPP1R13B	700	physical
