Interactor_A	Interactor_B	Score	type	org1	org2
2380	FGD5	ALDOA	1383.82	physical	Homo sapiens	Homo sapiens
2381	FGD5	LDHA	1368.99	physical	Homo sapiens	Homo sapiens
2382	FGD5	KRT16	1347.53	physical	Homo sapiens	Homo sapiens
2383	FGD5	LMO7	1327.3	physical	Homo sapiens	Homo sapiens
2384	FGD5	ALB	1284.07	physical	Homo sapiens	Homo sapiens
2385	FGD5	CCT2	1275.28	physical	Homo sapiens	Homo sapiens
2386	FGD5	TUBB	1257.19	physical	Homo sapiens	Homo sapiens
2387	FGD5	GSN	1252.93	physical	Homo sapiens	Homo sapiens
2388	FGD5	GNB2L1	1236.83	physical	Homo sapiens	Homo sapiens
2389	FGD5	HSP90AB1	1217.94	physical	Homo sapiens	Homo sapiens
2390	FGD5	TMOD3	1216.64	physical	Homo sapiens	Homo sapiens
2391	FGD5	TCP1	1215.96	physical	Homo sapiens	Homo sapiens
2392	FGD5	DYNC1H1	1212.09	physical	Homo sapiens	Homo sapiens
2393	FGD5	CCT3	1170.34	physical	Homo sapiens	Homo sapiens
2394	FGD5	LIMA1	1166.82	physical	Homo sapiens	Homo sapiens
2395	FGD5	ACTC1	1155.25	physical	Homo sapiens	Homo sapiens
2396	FGD5	HSP90AA1	1149.89	physical	Homo sapiens	Homo sapiens
2397	FGD5	TUFM	1138.03	physical	Homo sapiens	Homo sapiens
2398	FGD5	TUBB4B	1130.8	physical	Homo sapiens	Homo sapiens
2399	FGD5	CCT4	1126.69	physical	Homo sapiens	Homo sapiens
2400	FGD5	EIF4G1	1115.95	physical	Homo sapiens	Homo sapiens
2401	FGD5	TUBA1B	1103.12	physical	Homo sapiens	Homo sapiens
2402	FGD5	ACTA1	1100	physical	Homo sapiens	Homo sapiens
2403	FGD5	CCT7	1095.62	physical	Homo sapiens	Homo sapiens
2404	FGD5	DOCK7	1093.39	physical	Homo sapiens	Homo sapiens
2405	FGD5	TUBA1A	1086.61	physical	Homo sapiens	Homo sapiens
2406	FGD5	PAICS	1074.83	physical	Homo sapiens	Homo sapiens
2407	FGD5	TJP2	1051.59	physical	Homo sapiens	Homo sapiens
2408	FGD5	MDH2	1035.63	physical	Homo sapiens	Homo sapiens
2409	FGD5	RPL7A	1021.51	physical	Homo sapiens	Homo sapiens
2410	FGD5	IARS	1020.89	physical	Homo sapiens	Homo sapiens
2411	FGD5	LDHB	1020.78	physical	Homo sapiens	Homo sapiens
2412	FGD5	SVIL	1016.78	physical	Homo sapiens	Homo sapiens
2413	FGD5	GAPDH	1010.81	physical	Homo sapiens	Homo sapiens
2414	FGD5	RPS3	1010.47	physical	Homo sapiens	Homo sapiens
2415	FGD5	FCGR1A	1000.37	physical	Homo sapiens	Homo sapiens
2416	FGD5	TPM4	1000.13	physical	Homo sapiens	Homo sapiens
2417	FGD5	MYH14	994.54	physical	Homo sapiens	Homo sapiens
2418	FGD5	TKT	988.95	physical	Homo sapiens	Homo sapiens
2419	FGD5	KRT17	988.56	physical	Homo sapiens	Homo sapiens
2420	FGD5	KRT7	985.25	physical	Homo sapiens	Homo sapiens
2421	FGD5	RRBP1	983.74	physical	Homo sapiens	Homo sapiens
2422	FGD5	FASN	972.24	physical	Homo sapiens	Homo sapiens
2423	FGD5	CCT6A	970.32	physical	Homo sapiens	Homo sapiens
2424	FGD5	EEF1D	967.5	physical	Homo sapiens	Homo sapiens
2425	FGD5	HSPA1A	961.49	physical	Homo sapiens	Homo sapiens
2426	FGD5	MET	945.38	physical	Homo sapiens	Homo sapiens
2427	FGD5	XRCC6	944.46	physical	Homo sapiens	Homo sapiens
2428	FGD5	GOT2	929.19	physical	Homo sapiens	Homo sapiens
2429	FGD5	EEF1G	927.9	physical	Homo sapiens	Homo sapiens
2430	FGD5	MAP4	915.86	physical	Homo sapiens	Homo sapiens
2431	FGD5	UTRN	914.96	physical	Homo sapiens	Homo sapiens
2432	FGD5	DDB1	913.38	physical	Homo sapiens	Homo sapiens
2433	FGD5	RPS4X	899.32	physical	Homo sapiens	Homo sapiens
2434	FGD5	SDHA	889.75	physical	Homo sapiens	Homo sapiens
2435	FGD5	TUBB2A	889.46	physical	Homo sapiens	Homo sapiens
2436	FGD5	PSMD11	887.86	physical	Homo sapiens	Homo sapiens
2437	FGD5	PSMD13	887.58	physical	Homo sapiens	Homo sapiens
2438	FGD5	LRRFIP2	877.98	physical	Homo sapiens	Homo sapiens
2439	FGD5	TPI1	867.26	physical	Homo sapiens	Homo sapiens
2440	FGD5	NCL	861.01	physical	Homo sapiens	Homo sapiens
2441	FGD5	HSD17B4	849.88	physical	Homo sapiens	Homo sapiens
2442	FGD5	EEF1A1	843.91	physical	Homo sapiens	Homo sapiens
2443	FGD5	CALD1	837.05	physical	Homo sapiens	Homo sapiens
2444	FGD5	FLOT1	835.51	physical	Homo sapiens	Homo sapiens
2445	FGD5	PHB2	834.29	physical	Homo sapiens	Homo sapiens
2446	FGD5	KIF5B	827.99	physical	Homo sapiens	Homo sapiens
2447	FGD5	PPA2	816.89	physical	Homo sapiens	Homo sapiens
2448	FGD5	PSMD6	814.85	physical	Homo sapiens	Homo sapiens
2449	FGD5	GTF2I	812.66	physical	Homo sapiens	Homo sapiens
2450	FGD5	HADHB	812.05	physical	Homo sapiens	Homo sapiens
2451	FGD5	HSPA4	808.87	physical	Homo sapiens	Homo sapiens
2452	FGD5	VCP	804.05	physical	Homo sapiens	Homo sapiens
2453	FGD5	RPS3A	798.48	physical	Homo sapiens	Homo sapiens
2454	FGD5	LUZP1	797.65	physical	Homo sapiens	Homo sapiens
2455	FGD5	IMPDH2	795.43	physical	Homo sapiens	Homo sapiens
2456	FGD5	LRPPRC	794.03	physical	Homo sapiens	Homo sapiens
2457	FGD5	SEPT9	790.74	physical	Homo sapiens	Homo sapiens
2458	FGD5	PRMT1	787.21	physical	Homo sapiens	Homo sapiens
2459	FGD5	MYL6	783.92	physical	Homo sapiens	Homo sapiens
2460	FGD5	SEPT2	781.16	physical	Homo sapiens	Homo sapiens
2461	FGD5	AHCY	779.35	physical	Homo sapiens	Homo sapiens
2462	FGD5	ARPC2	777.15	physical	Homo sapiens	Homo sapiens
2463	FGD5	KRT18	768.91	physical	Homo sapiens	Homo sapiens
2464	FGD5	PFKP	766.59	physical	Homo sapiens	Homo sapiens
2465	FGD5	YWHAQ	761.48	physical	Homo sapiens	Homo sapiens
2466	FGD5	DBN1	756.97	physical	Homo sapiens	Homo sapiens
2467	FGD5	PPA1	754.54	physical	Homo sapiens	Homo sapiens
2468	FGD5	MYL12A	751.9	physical	Homo sapiens	Homo sapiens
2469	FGD5	HSD17B10	736.75	physical	Homo sapiens	Homo sapiens
2470	FGD5	DPYSL2	732.04	physical	Homo sapiens	Homo sapiens
2471	FGD5	AP2B1	724.29	physical	Homo sapiens	Homo sapiens
2472	FGD5	GNPDA1	724.05	physical	Homo sapiens	Homo sapiens
2473	FGD5	RPS2	722.44	physical	Homo sapiens	Homo sapiens
2474	FGD5	NOMO3	721.94	physical	Homo sapiens	Homo sapiens
2475	FGD5	EIF2S1	721.8	physical	Homo sapiens	Homo sapiens
2476	FGD5	PSAT1	718.25	physical	Homo sapiens	Homo sapiens
2477	FGD5	CDC42BPB	715.34	physical	Homo sapiens	Homo sapiens
2478	FGD5	RPSA	715.23	physical	Homo sapiens	Homo sapiens
2479	FGD5	PPP1CA	713.93	physical	Homo sapiens	Homo sapiens
2480	FGD5	FH	708.88	physical	Homo sapiens	Homo sapiens
2481	FGD5	TJP1	706.92	physical	Homo sapiens	Homo sapiens
2482	FGD5	SEPT7	703.36	physical	Homo sapiens	Homo sapiens
2483	FGD5	EIF3B	702.75	physical	Homo sapiens	Homo sapiens
2484	FGD5	ACLY	702.16	physical	Homo sapiens	Homo sapiens
2485	FGD5	NOMO1	701.84	physical	Homo sapiens	Homo sapiens
2486	FGD5	ENO2	700.91	physical	Homo sapiens	Homo sapiens
2487	FGD5	KRT8	690.28	physical	Homo sapiens	Homo sapiens
2488	FGD5	PSMD2	689.14	physical	Homo sapiens	Homo sapiens
2489	FGD5	COPE	682.67	physical	Homo sapiens	Homo sapiens
2490	FGD5	PSMD1	677.64	physical	Homo sapiens	Homo sapiens
2491	FGD5	CAPZB	676.84	physical	Homo sapiens	Homo sapiens
2492	FGD5	PPP1CB	675.59	physical	Homo sapiens	Homo sapiens
2493	FGD5	ACAT1	673.96	physical	Homo sapiens	Homo sapiens
2494	FGD5	DARS	672.33	physical	Homo sapiens	Homo sapiens
2495	FGD5	PAWR	671.53	physical	Homo sapiens	Homo sapiens
2496	FGD5	PABPC1	669.89	physical	Homo sapiens	Homo sapiens
2497	FGD5	MYH4	667.24	physical	Homo sapiens	Homo sapiens
2498	FGD5	EEF1A2	666.36	physical	Homo sapiens	Homo sapiens
2499	FGD5	MYL6B	665.85	physical	Homo sapiens	Homo sapiens
2500	FGD5	RPL7	663.98	physical	Homo sapiens	Homo sapiens
2501	FGD5	AKAP2	661.48	physical	Homo sapiens	Homo sapiens
2502	FGD5	HADHA	658.08	physical	Homo sapiens	Homo sapiens
2503	FGD5	SPECC1L	657.59	physical	Homo sapiens	Homo sapiens
2504	FGD5	ETFA	656.55	physical	Homo sapiens	Homo sapiens
2505	FGD5	YBX1	650.38	physical	Homo sapiens	Homo sapiens
2506	FGD5	ECH1	648.79	physical	Homo sapiens	Homo sapiens
2507	FGD5	TMEM43	647.12	physical	Homo sapiens	Homo sapiens
2508	FGD5	YWHAE	646.67	physical	Homo sapiens	Homo sapiens
2509	FGD5	P4HB	640.44	physical	Homo sapiens	Homo sapiens
2510	FGD5	PSMD7	639.07	physical	Homo sapiens	Homo sapiens
2511	FGD5	PRKCSH	637.48	physical	Homo sapiens	Homo sapiens
2512	FGD5	MYL9	631.62	physical	Homo sapiens	Homo sapiens
2513	FGD5	RPL6	628.4	physical	Homo sapiens	Homo sapiens
2514	FGD5	C14orf166	626.17	physical	Homo sapiens	Homo sapiens
2515	BAG1	PGRMC1	969.89	physical	Homo sapiens	Homo sapiens
2516	SMURF1	SMURF1	5713.835806	physical	Homo sapiens	Homo sapiens
2517	SMURF1	ACTB	1563.871617	physical	Homo sapiens	Homo sapiens
2518	SMURF1	PPAT	1059.002303	physical	Homo sapiens	Homo sapiens
2519	SMURF1	POTEE	689.8646154	physical	Homo sapiens	Homo sapiens
2520	SMURF1	TUBB4B	525.9212887	physical	Homo sapiens	Homo sapiens
2521	SMURF1	NUDT5	359.8199489	physical	Homo sapiens	Homo sapiens
2522	SMURF1	GYS1	354.8254071	physical	Homo sapiens	Homo sapiens
2523	SMURF1	HNRNPF	347.7469846	physical	Homo sapiens	Homo sapiens
2524	EEF2K	EPB41	340	physical	Homo sapiens	Homo sapiens
2525	EEF2K	PTPRA	544	physical	Homo sapiens	Homo sapiens
2526	EEF2K	EPB41L3	816	physical	Homo sapiens	Homo sapiens
2527	STK25	STRN	7582	physical	Homo sapiens	Homo sapiens
2528	STK25	PPP2R1B	510	physical	Homo sapiens	Homo sapiens
2529	STK25	GOLGA2	782	physical	Homo sapiens	Homo sapiens
2530	STK25	STRN3	6732	physical	Homo sapiens	Homo sapiens
2531	STK25	SLMAP	3434	physical	Homo sapiens	Homo sapiens
2532	STK25	STRIP1	3536	physical	Homo sapiens	Homo sapiens
2533	STK25	TAOK1	1360	physical	Homo sapiens	Homo sapiens
2534	STK25	CTTNBP2	748	physical	Homo sapiens	Homo sapiens
2535	STK25	SIKE1	782	physical	Homo sapiens	Homo sapiens
2536	STK25	PDCD10	7922	physical	Homo sapiens	Homo sapiens
2537	STK25	STRN4	3672	physical	Homo sapiens	Homo sapiens
2538	STK25	FGFR1OP2	680	physical	Homo sapiens	Homo sapiens
2539	STK25	STK26	18190	physical	Homo sapiens	Homo sapiens
2540	STK25	CTTNBP2NL	3264	physical	Homo sapiens	Homo sapiens
2541	STK25	TAOK2	1190	physical	Homo sapiens	Homo sapiens
2542	STK25	STRIP2	748	physical	Homo sapiens	Homo sapiens
2543	STK25	SUGT1	646	physical	Homo sapiens	Homo sapiens
2544	STK25	MOB4	1802	physical	Homo sapiens	Homo sapiens
2545	STK25	STK24	21046	physical	Homo sapiens	Homo sapiens
2546	MAP2K7	HAX1	306	physical	Homo sapiens	Homo sapiens
2547	MAP2K7	AIP	374	physical	Homo sapiens	Homo sapiens
2548	MAP2K7	GLUD1	374	physical	Homo sapiens	Homo sapiens
2549	MAP2K7	ATP1A1	374	physical	Homo sapiens	Homo sapiens
2550	MAP2K7	LONP1	340	physical	Homo sapiens	Homo sapiens
2551	MAP2K7	FKBP5	3026	physical	Homo sapiens	Homo sapiens
2552	MAP2K7	RCN2	850	physical	Homo sapiens	Homo sapiens
2553	MAP2K7	FKBP8	340	physical	Homo sapiens	Homo sapiens
2554	MAP2K7	DDB1	680	physical	Homo sapiens	Homo sapiens
2555	MAP2K7	ERC1	4080	physical	Homo sapiens	Homo sapiens
2556	MAP2K7	CACYBP	578	physical	Homo sapiens	Homo sapiens
2557	MAP2K7	STUB1	408	physical	Homo sapiens	Homo sapiens
2558	MAP2K7	SUGT1	510	physical	Homo sapiens	Homo sapiens
2559	CHEK1	HAX1	306	physical	Homo sapiens	Homo sapiens
2560	CHEK1	CDC37	1649	physical	Homo sapiens	Homo sapiens
2561	CHEK1	CLPB	3638	physical	Homo sapiens	Homo sapiens
2562	BCKDK	AIP	340	physical	Homo sapiens	Homo sapiens
2563	BCKDK	CETN2	578	physical	Homo sapiens	Homo sapiens
2564	BCKDK	FKBP5	1530	physical	Homo sapiens	Homo sapiens
2565	BCKDK	CAMK2D	374	physical	Homo sapiens	Homo sapiens
2566	BCKDK	TRABD	510	physical	Homo sapiens	Homo sapiens
2567	BCKDK	TECR	306	physical	Homo sapiens	Homo sapiens
2568	BCKDK	TIMM13	510	physical	Homo sapiens	Homo sapiens
2569	CASK	ABLIM1	2074	physical	Homo sapiens	Homo sapiens
2570	CASK	LIN7A	2584	physical	Homo sapiens	Homo sapiens
2571	CASK	DTNB	952	physical	Homo sapiens	Homo sapiens
2572	CASK	HCK	374	physical	Homo sapiens	Homo sapiens
2573	CASK	DMD	1122	physical	Homo sapiens	Homo sapiens
2574	CASK	UTRN	3740	physical	Homo sapiens	Homo sapiens
2575	CASK	DLG1	8126	physical	Homo sapiens	Homo sapiens
2576	CASK	SNTB2	3264	physical	Homo sapiens	Homo sapiens
2577	CASK	SNTB1	510	physical	Homo sapiens	Homo sapiens
2578	CASK	KIF26B	442	physical	Homo sapiens	Homo sapiens
2579	CASK	PXDC1	476	physical	Homo sapiens	Homo sapiens
2580	CASK	DLG3	612	physical	Homo sapiens	Homo sapiens
2581	CASK	ARHGEF26	612	physical	Homo sapiens	Homo sapiens
2582	CASK	LIN7B	1428	physical	Homo sapiens	Homo sapiens
2583	CASK	LIN7C	6188	physical	Homo sapiens	Homo sapiens
2584	CASK	DTNA	1326	physical	Homo sapiens	Homo sapiens
2585	AURKA	PPP6C	850	physical	Homo sapiens	Homo sapiens
2586	AURKA	WDR62	1802	physical	Homo sapiens	Homo sapiens
2587	AURKA	PPP6R2	306	physical	Homo sapiens	Homo sapiens
2588	AURKA	PPP6R3	2244	physical	Homo sapiens	Homo sapiens
2589	AURKA	CEP192	1394	physical	Homo sapiens	Homo sapiens
2590	DCLK1	DCX	1972	physical	Homo sapiens	Homo sapiens
2591	DCLK1	PPP2R1B	340	physical	Homo sapiens	Homo sapiens
2592	DCLK1	DDB1	714	physical	Homo sapiens	Homo sapiens
2593	DCLK1	PPP1R9B	986	physical	Homo sapiens	Homo sapiens
2594	CHUK	IKBKB	5406	physical	Homo sapiens	Homo sapiens
2595	CHUK	EPHA3	4896	physical	Homo sapiens	Homo sapiens
2596	CHUK	CDC37	1241	physical	Homo sapiens	Homo sapiens
2597	CHUK	DBN1	306	physical	Homo sapiens	Homo sapiens
2598	CHUK	IKBKG	4896	physical	Homo sapiens	Homo sapiens
2599	MAPK13	FKBP5	5202	physical	Homo sapiens	Homo sapiens
2600	MAPK13	CDC37	2788	physical	Homo sapiens	Homo sapiens
2601	PDPK1	NRP1	340	physical	Homo sapiens	Homo sapiens
2602	PDPK1	ROCK2	306	physical	Homo sapiens	Homo sapiens
2603	PDPK1	GPC4	2040	physical	Homo sapiens	Homo sapiens
2604	PDPK1	SDC2	714	physical	Homo sapiens	Homo sapiens
2605	PDPK1	GPC1	442	physical	Homo sapiens	Homo sapiens
2606	PDPK1	HADHA	8466	physical	Homo sapiens	Homo sapiens
2607	PDPK1	HADHB	5032	physical	Homo sapiens	Homo sapiens
2608	PDPK1	SQSTM1	952	physical	Homo sapiens	Homo sapiens
2609	PDPK1	PDPK2P	27234	physical	Homo sapiens	Homo sapiens
2610	PDPK1	GLG1	1819	physical	Homo sapiens	Homo sapiens
2611	PDPK1	OSBPL8	2788	physical	Homo sapiens	Homo sapiens
2612	PDPK1	NRXN3	306	physical	Homo sapiens	Homo sapiens
2613	PDPK1	GPC6	374	physical	Homo sapiens	Homo sapiens
2614	IRAK2	MAP2K1	442	physical	Homo sapiens	Homo sapiens
2615	IRAK2	SH3GLB2	340	physical	Homo sapiens	Homo sapiens
2616	MAP3K13	HADHA	408	physical	Homo sapiens	Homo sapiens
2617	DAPK3	ACACB	2210	physical	Homo sapiens	Homo sapiens
2618	DAPK3	OPA1	1156	physical	Homo sapiens	Homo sapiens
2619	DAPK3	ACACA	452.0454545	physical	Homo sapiens	Homo sapiens
2620	DAPK3	CEP170	646	physical	Homo sapiens	Homo sapiens
2621	DAPK3	LUZP1	9248	physical	Homo sapiens	Homo sapiens
2622	MAP3K7	GOT2	544	physical	Homo sapiens	Homo sapiens
2623	MAP3K7	TRAP1	484.5	physical	Homo sapiens	Homo sapiens
2624	MAP3K7	FKBP5	1020	physical	Homo sapiens	Homo sapiens
2625	MAP3K7	TAB1	4148	physical	Homo sapiens	Homo sapiens
2626	MAP3K7	CDC37	1564	physical	Homo sapiens	Homo sapiens
2627	MAP3K7	TAB2	408	physical	Homo sapiens	Homo sapiens
2628	RIPK2	ERLIN1	816	physical	Homo sapiens	Homo sapiens
2629	RIPK2	ERLIN2	1564	physical	Homo sapiens	Homo sapiens
2630	RIPK2	TRAF2	306	physical	Homo sapiens	Homo sapiens
2631	RIPK2	TRAF3	782	physical	Homo sapiens	Homo sapiens
2632	RIPK2	CAMK4	748	physical	Homo sapiens	Homo sapiens
2633	RIPK2	TMUB1	408	physical	Homo sapiens	Homo sapiens
2634	PRKAB2	PRKAG1	3196	physical	Homo sapiens	Homo sapiens
2635	PRKAB2	PRKAA2	3366	physical	Homo sapiens	Homo sapiens
2636	PRKAB2	PRKAA1	5848	physical	Homo sapiens	Homo sapiens
2637	PRKAB2	PRKAG2	1326	physical	Homo sapiens	Homo sapiens
2638	DYRK3	EIF3L	374	physical	Homo sapiens	Homo sapiens
2639	NUAK1	PPP1R12A	5338	physical	Homo sapiens	Homo sapiens
2640	NUAK1	PPP1R12B	1462	physical	Homo sapiens	Homo sapiens
2641	NUAK1	PRKAR1A	680	physical	Homo sapiens	Homo sapiens
2642	NUAK1	PRKACA	306	physical	Homo sapiens	Homo sapiens
2643	NUAK1	ATAD3B	510	physical	Homo sapiens	Homo sapiens
2644	NUAK1	SPECC1L	884	physical	Homo sapiens	Homo sapiens
2645	NUAK1	USP9X	3298	physical	Homo sapiens	Homo sapiens
2646	NUAK1	PPP1R12C	816	physical	Homo sapiens	Homo sapiens
2647	NUAK1	RAI14	578	physical	Homo sapiens	Homo sapiens
2648	NUAK1	AKAP11	340	physical	Homo sapiens	Homo sapiens
2649	NUAK1	FBXW11	1020	physical	Homo sapiens	Homo sapiens
2650	NUAK1	SRRM2	1258	physical	Homo sapiens	Homo sapiens
2651	NUAK1	BTRC	578	physical	Homo sapiens	Homo sapiens
2652	BUB1B	BUB3	3842	physical	Homo sapiens	Homo sapiens
2653	BUB1B	SERPINB3	442	physical	Homo sapiens	Homo sapiens
2654	BUB1B	CDC27	544	physical	Homo sapiens	Homo sapiens
2655	BUB1B	CDC20	714	physical	Homo sapiens	Homo sapiens
2656	BUB1B	CYFIP2	340	physical	Homo sapiens	Homo sapiens
2657	BUB1B	ANAPC1	442	physical	Homo sapiens	Homo sapiens
2658	BUB1B	CDC23	408	physical	Homo sapiens	Homo sapiens
2659	ULK1	HNRNPCL1	340	physical	Homo sapiens	Homo sapiens
2660	ULK1	CLTB	340	physical	Homo sapiens	Homo sapiens
2661	ULK1	ERC1	442	physical	Homo sapiens	Homo sapiens
2662	ULK1	RB1CC1	442	physical	Homo sapiens	Homo sapiens
2663	RPS6KA5	GLUD1	306	physical	Homo sapiens	Homo sapiens
2664	RPS6KA5	BCAP31	306	physical	Homo sapiens	Homo sapiens
2665	RPS6KA4	SMR3B	1054	physical	Homo sapiens	Homo sapiens
2666	RPS6KA4	ANXA1	340	physical	Homo sapiens	Homo sapiens
2667	RPS6KA4	CDC37	2771	physical	Homo sapiens	Homo sapiens
2668	RPS6KA4	ERC1	1836	physical	Homo sapiens	Homo sapiens
2669	STK16	CSK	714	physical	Homo sapiens	Homo sapiens
2670	CDKL5	CDC37	4403	physical	Homo sapiens	Homo sapiens
2671	STK17B	CAMK1D	578	physical	Homo sapiens	Homo sapiens
2672	PRKD3	PRKD1	1904	physical	Homo sapiens	Homo sapiens
2673	PRKD3	ATAD3B	612	physical	Homo sapiens	Homo sapiens
2674	PRKD3	PRKD2	2822	physical	Homo sapiens	Homo sapiens
2675	PRKD3	SH3GLB2	442	physical	Homo sapiens	Homo sapiens
2676	OXSR1	ACACB	1802	physical	Homo sapiens	Homo sapiens
2677	OXSR1	FRK	306	physical	Homo sapiens	Homo sapiens
2678	OXSR1	ACACA	331.5	physical	Homo sapiens	Homo sapiens
2679	PAK4	PMPCB	680	physical	Homo sapiens	Homo sapiens
2680	PAK4	CIAO1	306	physical	Homo sapiens	Homo sapiens
2681	PAK4	CDC42	374	physical	Homo sapiens	Homo sapiens
2682	PAK4	YWHAG	340	physical	Homo sapiens	Homo sapiens
2683	PAK4	YWHAH	448.8	physical	Homo sapiens	Homo sapiens
2684	PAK4	PMPCA	544	physical	Homo sapiens	Homo sapiens
2685	PAK4	PITRM1	1360	physical	Homo sapiens	Homo sapiens
2686	PAK4	NEK9	306	physical	Homo sapiens	Homo sapiens
2687	PAK4	USP9X	680	physical	Homo sapiens	Homo sapiens
2688	PAK4	MMS19	646	physical	Homo sapiens	Homo sapiens
2689	PAK4	ERP44	306	physical	Homo sapiens	Homo sapiens
2690	PAK4	FEM1B	340	physical	Homo sapiens	Homo sapiens
2691	CHEK2	EPB41	544	physical	Homo sapiens	Homo sapiens
2692	MOS	FKBP5	5916	physical	Homo sapiens	Homo sapiens
2693	MOS	PPP2R5A	646	physical	Homo sapiens	Homo sapiens
2694	MOS	CDC37	7123	physical	Homo sapiens	Homo sapiens
2695	RAF1	HAX1	374	physical	Homo sapiens	Homo sapiens
2696	RAF1	GLUD1	408	physical	Homo sapiens	Homo sapiens
2697	RAF1	POLR2B	306	physical	Homo sapiens	Homo sapiens
2698	RAF1	YWHAH	414.8	physical	Homo sapiens	Homo sapiens
2699	RAF1	CDC37	1564	physical	Homo sapiens	Homo sapiens
2700	PRKCG	PRKCA	9792	physical	Homo sapiens	Homo sapiens
2701	PRKCB	PRKCG	6120	physical	Homo sapiens	Homo sapiens
2702	PRKCB	PRKCA	36074	physical	Homo sapiens	Homo sapiens
2703	LCK	LYN	2074	physical	Homo sapiens	Homo sapiens
2704	LCK	BLK	663	physical	Homo sapiens	Homo sapiens
2705	FYN	AIP	11764	physical	Homo sapiens	Homo sapiens
2706	FYN	CDC37	6460	physical	Homo sapiens	Homo sapiens
2707	FYN	HSP90AB4P	2686	physical	Homo sapiens	Homo sapiens
2708	CDK1	H2AFY	374	physical	Homo sapiens	Homo sapiens
2709	CDK1	CCNB2	1904	physical	Homo sapiens	Homo sapiens
2710	CDK1	PRKAR2A	1564	physical	Homo sapiens	Homo sapiens
2711	CDK1	CCNB1	3638	physical	Homo sapiens	Homo sapiens
2712	CDK1	CCNA2	1054	physical	Homo sapiens	Homo sapiens
2713	CDK1	CKS2	1190	physical	Homo sapiens	Homo sapiens
2714	CDK1	MAP2K2	442	physical	Homo sapiens	Homo sapiens
2715	CDK1	CDKN1B	340	physical	Homo sapiens	Homo sapiens
2716	CDK1	CKS1B	1360	physical	Homo sapiens	Homo sapiens
2717	CDK1	CDK18	544	physical	Homo sapiens	Homo sapiens
2718	CDK1	PPP3CA	1394	physical	Homo sapiens	Homo sapiens
2719	CDK1	SKP2	544	physical	Homo sapiens	Homo sapiens
2720	CDK1	PKMYT1	714	physical	Homo sapiens	Homo sapiens
2721	YES1	LCK	1110.666667	physical	Homo sapiens	Homo sapiens
2722	YES1	SRC	6392	physical	Homo sapiens	Homo sapiens
2723	LYN	TOM1L1	306	physical	Homo sapiens	Homo sapiens
2724	LYN	HCK	11084	physical	Homo sapiens	Homo sapiens
2725	LYN	FGR	3740	physical	Homo sapiens	Homo sapiens
2726	LYN	SRC	3876	physical	Homo sapiens	Homo sapiens
2727	LYN	CBL	1088	physical	Homo sapiens	Homo sapiens
2728	LYN	BLK	782	physical	Homo sapiens	Homo sapiens
2729	LYN	ANKRD54	476	physical	Homo sapiens	Homo sapiens
2730	HCK	LCK	1598	physical	Homo sapiens	Homo sapiens
2731	HCK	SRC	6086	physical	Homo sapiens	Homo sapiens
2732	HCK	CDC37	1411	physical	Homo sapiens	Homo sapiens
2733	FGR	CAMK2B	646	physical	Homo sapiens	Homo sapiens
2734	FGR	CDC37	1343	physical	Homo sapiens	Homo sapiens
2735	SBK2	CDC37	2023	physical	Homo sapiens	Homo sapiens
2736	SBK2	MAVS	15606	physical	Homo sapiens	Homo sapiens
2737	ARAF	YWHAH	380.8	physical	Homo sapiens	Homo sapiens
2738	ARAF	FKBP5	2618	physical	Homo sapiens	Homo sapiens
2739	ARAF	CAMK1	714	physical	Homo sapiens	Homo sapiens
2740	ARAF	CDC37	1870	physical	Homo sapiens	Homo sapiens
2741	BCR	FRK	4386	physical	Homo sapiens	Homo sapiens
2742	BCR	ECH1	306	physical	Homo sapiens	Homo sapiens
2743	BCR	RRP12	476	physical	Homo sapiens	Homo sapiens
2744	BCR	SH2D5	1666	physical	Homo sapiens	Homo sapiens
2745	BCR	KCMF1	374	physical	Homo sapiens	Homo sapiens
2746	PIM1	MARK3	612	physical	Homo sapiens	Homo sapiens
2747	PIM1	SERPINB3	782	physical	Homo sapiens	Homo sapiens
2748	PIM1	PTDSS1	510	physical	Homo sapiens	Homo sapiens
2749	PIM1	EDC3	476	physical	Homo sapiens	Homo sapiens
2750	PSKH1	AIP	408	physical	Homo sapiens	Homo sapiens
2751	PSKH1	RPS15	374	physical	Homo sapiens	Homo sapiens
2752	PSKH1	GTF3C1	306	physical	Homo sapiens	Homo sapiens
2753	PSKH1	FKBP5	6562	physical	Homo sapiens	Homo sapiens
2754	PSKH1	CDC37	4199	physical	Homo sapiens	Homo sapiens
2755	PSKH1	RRP12	578	physical	Homo sapiens	Homo sapiens
2756	PSKH1	DHX30	476	physical	Homo sapiens	Homo sapiens
2757	PSKH1	MRPS31	340	physical	Homo sapiens	Homo sapiens
2758	PSKH1	PTCD3	408	physical	Homo sapiens	Homo sapiens
2759	CDK4	GUSB	340	physical	Homo sapiens	Homo sapiens
2760	CDK4	CDKN2A	18632	physical	Homo sapiens	Homo sapiens
2761	CDK4	CDKN2B	6086	physical	Homo sapiens	Homo sapiens
2762	CDK4	CDKN2C	1496	physical	Homo sapiens	Homo sapiens
2763	CDK4	FKBP5	918	physical	Homo sapiens	Homo sapiens
2764	CDK4	CDC37	3230	physical	Homo sapiens	Homo sapiens
2765	SRC	AIP	1326	physical	Homo sapiens	Homo sapiens
