Interactor_A	Interactor_B	Score	type	org1	org2
4196	STK33	GLUD1	374	physical	Homo sapiens	Homo sapiens
4197	STK33	HCK	1428	physical	Homo sapiens	Homo sapiens
4198	STK33	FKBP5	6460	physical	Homo sapiens	Homo sapiens
4199	STK33	CDC37	6341	physical	Homo sapiens	Homo sapiens
4200	STK33	YME1L1	442	physical	Homo sapiens	Homo sapiens
4201	PRKD2	PRKD3	1020	physical	Homo sapiens	Homo sapiens
4202	STRADB	STK11	12342	physical	Homo sapiens	Homo sapiens
4203	STRADB	CCT6B	306	physical	Homo sapiens	Homo sapiens
4204	STRADB	STUB1	340	physical	Homo sapiens	Homo sapiens
4205	STRADB	SUGT1	476	physical	Homo sapiens	Homo sapiens
4206	STRADB	CAB39	3706	physical	Homo sapiens	Homo sapiens
4207	NUAK2	PPP1R12A	4590	physical	Homo sapiens	Homo sapiens
4208	NUAK2	EPB41L2	374	physical	Homo sapiens	Homo sapiens
4209	NUAK2	USP9X	612	physical	Homo sapiens	Homo sapiens
4210	NUAK2	PPP1R12C	476	physical	Homo sapiens	Homo sapiens
4211	NUAK2	TRIOBP	306	physical	Homo sapiens	Homo sapiens
4212	NUAK2	WDR6	374	physical	Homo sapiens	Homo sapiens
4213	NUAK2	RAI14	408	physical	Homo sapiens	Homo sapiens
4214	NUAK2	SRRM2	1241	physical	Homo sapiens	Homo sapiens
4215	NUAK2	EPB41L3	306	physical	Homo sapiens	Homo sapiens
4216	MYLK2	FBXO11	306	physical	Homo sapiens	Homo sapiens
4217	SLK	YAP1	5236	physical	Homo sapiens	Homo sapiens
4218	SLK	DAPK2	782	physical	Homo sapiens	Homo sapiens
4219	TAOK3	TAOK1	10438	physical	Homo sapiens	Homo sapiens
4220	TAOK3	STK26	612	physical	Homo sapiens	Homo sapiens
4221	TAOK3	TAOK2	1156	physical	Homo sapiens	Homo sapiens
4222	SRMS	HAX1	374	physical	Homo sapiens	Homo sapiens
4223	SRMS	LONP1	306	physical	Homo sapiens	Homo sapiens
4224	SRMS	FKBP5	2958	physical	Homo sapiens	Homo sapiens
4225	SRMS	CDC37	1462	physical	Homo sapiens	Homo sapiens
4226	SRMS	HSP90AB4P	646	physical	Homo sapiens	Homo sapiens
4227	SRMS	MTR	442	physical	Homo sapiens	Homo sapiens
4228	PLK3	AIP	340	physical	Homo sapiens	Homo sapiens
4229	POMK	ESYT2	340	physical	Homo sapiens	Homo sapiens
4230	POMK	PSMD14	306	physical	Homo sapiens	Homo sapiens
4231	POMK	CLGN	3536	physical	Homo sapiens	Homo sapiens
4232	POMK	XPO1	646	physical	Homo sapiens	Homo sapiens
4233	POMK	PGRMC2	442	physical	Homo sapiens	Homo sapiens
4234	POMK	SPTLC1	374	physical	Homo sapiens	Homo sapiens
4235	POMK	XPOT	306	physical	Homo sapiens	Homo sapiens
4236	POMK	ACSL4	680	physical	Homo sapiens	Homo sapiens
4237	POMK	LRP6	680	physical	Homo sapiens	Homo sapiens
4238	POMK	ATP5H	340	physical	Homo sapiens	Homo sapiens
4239	POMK	B3GAT3	442	physical	Homo sapiens	Homo sapiens
4240	POMK	SMC2	510	physical	Homo sapiens	Homo sapiens
4241	POMK	ACSL3	986	physical	Homo sapiens	Homo sapiens
4242	POMK	GLUD1	374	physical	Homo sapiens	Homo sapiens
4243	POMK	HLA-A	1054	physical	Homo sapiens	Homo sapiens
4244	POMK	RPN1	1700	physical	Homo sapiens	Homo sapiens
4245	POMK	RPN2	918	physical	Homo sapiens	Homo sapiens
4246	POMK	ATP1A1	425	physical	Homo sapiens	Homo sapiens
4247	POMK	SLC3A2	680	physical	Homo sapiens	Homo sapiens
4248	POMK	HLA-C	816	physical	Homo sapiens	Homo sapiens
4249	POMK	CLU	306	physical	Homo sapiens	Homo sapiens
4250	POMK	ATP2A2	1258	physical	Homo sapiens	Homo sapiens
4251	POMK	CANX	3634.909091	physical	Homo sapiens	Homo sapiens
4252	POMK	ATP5D	408	physical	Homo sapiens	Homo sapiens
4253	POMK	DDOST	918	physical	Homo sapiens	Homo sapiens
4254	POMK	HADHA	442	physical	Homo sapiens	Homo sapiens
4255	POMK	STT3A	374	physical	Homo sapiens	Homo sapiens
4256	POMK	ATP5O	612	physical	Homo sapiens	Homo sapiens
4257	POMK	ARCN1	340	physical	Homo sapiens	Homo sapiens
4258	POMK	ALDH3A2	374	physical	Homo sapiens	Homo sapiens
4259	POMK	PSMD7	408	physical	Homo sapiens	Homo sapiens
4260	POMK	COPB1	340	physical	Homo sapiens	Homo sapiens
4261	POMK	COPA	816	physical	Homo sapiens	Homo sapiens
4262	POMK	CSE1L	340	physical	Homo sapiens	Homo sapiens
4263	POMK	SEC61A1	918	physical	Homo sapiens	Homo sapiens
4264	POMK	KDSR	442	physical	Homo sapiens	Homo sapiens
4265	POMK	SLC39A14	306	physical	Homo sapiens	Homo sapiens
4266	POMK	PON2	476	physical	Homo sapiens	Homo sapiens
4267	POMK	DHCR24	340	physical	Homo sapiens	Homo sapiens
4268	POMK	RRP12	850	physical	Homo sapiens	Homo sapiens
4269	POMK	FAM69B	306	physical	Homo sapiens	Homo sapiens
4270	POMK	MON2	306	physical	Homo sapiens	Homo sapiens
4271	POMK	GOLGA5	1258	physical	Homo sapiens	Homo sapiens
4272	POMK	STT3B	306	physical	Homo sapiens	Homo sapiens
4273	POMK	NUP210	1190	physical	Homo sapiens	Homo sapiens
4274	POMK	FAR1	816	physical	Homo sapiens	Homo sapiens
4275	POMK	POMGNT1	714	physical	Homo sapiens	Homo sapiens
4276	POMK	GCN1L1	3672	physical	Homo sapiens	Homo sapiens
4277	POMK	CERS2	340	physical	Homo sapiens	Homo sapiens
4278	POMK	TMEM59	850	physical	Homo sapiens	Homo sapiens
4279	POMK	LMAN2L	340	physical	Homo sapiens	Homo sapiens
4280	POMK	ZDHHC6	850	physical	Homo sapiens	Homo sapiens
4281	POMK	SEC61A2	442	physical	Homo sapiens	Homo sapiens
4282	POMK	TM9SF3	476	physical	Homo sapiens	Homo sapiens
4283	POMK	APMAP	306	physical	Homo sapiens	Homo sapiens
4284	POMK	SMC4	544	physical	Homo sapiens	Homo sapiens
4285	POMK	FANCI	816	physical	Homo sapiens	Homo sapiens
4286	POMK	TMEM161A	306	physical	Homo sapiens	Homo sapiens
4287	POMK	TECR	578	physical	Homo sapiens	Homo sapiens
4288	POMK	GGT7	374	physical	Homo sapiens	Homo sapiens
4289	POMK	TMED7	374	physical	Homo sapiens	Homo sapiens
4290	CLK4	SERPINB3	340	physical	Homo sapiens	Homo sapiens
4291	CLK4	GSK3B	782	physical	Homo sapiens	Homo sapiens
4292	MKNK2	MAPK1	680	physical	Homo sapiens	Homo sapiens
4293	MKNK2	RPTOR	2278	physical	Homo sapiens	Homo sapiens
4294	SGK2	AIP	442	physical	Homo sapiens	Homo sapiens
4295	SGK2	FKBP5	3332	physical	Homo sapiens	Homo sapiens
4296	SGK2	CDC37	5746	physical	Homo sapiens	Homo sapiens
4297	NEK6	EML3	578	physical	Homo sapiens	Homo sapiens
4298	NEK6	ANKS3	612	physical	Homo sapiens	Homo sapiens
4299	NEK6	NEK9	10948	physical	Homo sapiens	Homo sapiens
4300	CSNK1G1	CSNK1G2	14110	physical	Homo sapiens	Homo sapiens
4301	PAK6	PAK4	1462	physical	Homo sapiens	Homo sapiens
4302	PAK6	LONP1	306	physical	Homo sapiens	Homo sapiens
4303	PAK6	CDC42	6052	physical	Homo sapiens	Homo sapiens
4304	PAK6	DCAF7	2890	physical	Homo sapiens	Homo sapiens
4305	PAK6	RAC1	306	physical	Homo sapiens	Homo sapiens
4306	PAK6	YWHAH	312.8	physical	Homo sapiens	Homo sapiens
4307	PAK6	DDB1	612	physical	Homo sapiens	Homo sapiens
4308	PAK6	USP9X	884	physical	Homo sapiens	Homo sapiens
4309	PAK6	USP7	374	physical	Homo sapiens	Homo sapiens
4310	PAK6	PPP1R9B	306	physical	Homo sapiens	Homo sapiens
4311	DYRK4	HAX1	340	physical	Homo sapiens	Homo sapiens
4312	DYRK4	AIP	816	physical	Homo sapiens	Homo sapiens
4313	DYRK4	PPP5C	714	physical	Homo sapiens	Homo sapiens
4314	DYRK4	FKBP5	6120	physical	Homo sapiens	Homo sapiens
4315	DYRK4	CDC37	6545	physical	Homo sapiens	Homo sapiens
4316	DYRK4	CACYBP	884	physical	Homo sapiens	Homo sapiens
4317	DYRK4	STUB1	340	physical	Homo sapiens	Homo sapiens
4318	SNRK	MYH1	306	physical	Homo sapiens	Homo sapiens
4319	SNRK	CSNK2B	306	physical	Homo sapiens	Homo sapiens
4320	SNRK	CSNK2A1	408	physical	Homo sapiens	Homo sapiens
4321	SNRK	MYH2	306	physical	Homo sapiens	Homo sapiens
4322	LATS2	WTIP	408	physical	Homo sapiens	Homo sapiens
4323	LATS2	HAX1	442	physical	Homo sapiens	Homo sapiens
4324	LATS2	MTA2	408	physical	Homo sapiens	Homo sapiens
4325	LATS2	HSPA4L	1394	physical	Homo sapiens	Homo sapiens
4326	LATS2	LATS1	476	physical	Homo sapiens	Homo sapiens
4327	LATS2	DNAJB1	374	physical	Homo sapiens	Homo sapiens
4328	LATS2	LONP1	1462	physical	Homo sapiens	Homo sapiens
4329	LATS2	FRK	816	physical	Homo sapiens	Homo sapiens
4330	LATS2	PLOD1	374	physical	Homo sapiens	Homo sapiens
4331	LATS2	FKBP5	1598	physical	Homo sapiens	Homo sapiens
4332	LATS2	IQGAP2	408	physical	Homo sapiens	Homo sapiens
4333	LATS2	FKBP8	612	physical	Homo sapiens	Homo sapiens
4334	LATS2	CDC37	2329	physical	Homo sapiens	Homo sapiens
4335	LATS2	P3H1	374	physical	Homo sapiens	Homo sapiens
4336	LATS2	HSP90AA4P	1666	physical	Homo sapiens	Homo sapiens
4337	LATS2	MOB1B	1020	physical	Homo sapiens	Homo sapiens
4338	LATS2	GCN1L1	476	physical	Homo sapiens	Homo sapiens
4339	LATS2	USP9X	1428	physical	Homo sapiens	Homo sapiens
4340	LATS2	DNAJA3	646	physical	Homo sapiens	Homo sapiens
4341	LATS2	ANAPC1	1326	physical	Homo sapiens	Homo sapiens
4342	LATS2	CPVL	442	physical	Homo sapiens	Homo sapiens
4343	LATS2	STUB1	680	physical	Homo sapiens	Homo sapiens
4344	LATS2	SUGT1	544	physical	Homo sapiens	Homo sapiens
4345	NRBP2	HAX1	680	physical	Homo sapiens	Homo sapiens
4346	NRBP2	TSC22D2	2244	physical	Homo sapiens	Homo sapiens
4347	NRBP2	GLUD1	646	physical	Homo sapiens	Homo sapiens
4348	NRBP2	POLR2B	408	physical	Homo sapiens	Homo sapiens
4349	NRBP2	CDC42EP1	306	physical	Homo sapiens	Homo sapiens
4350	NRBP2	TCEB1	6018	physical	Homo sapiens	Homo sapiens
4351	NRBP2	TCEB2	6970	physical	Homo sapiens	Homo sapiens
4352	NRBP2	TSC22D1	986	physical	Homo sapiens	Homo sapiens
4353	NRBP2	DDB1	1428	physical	Homo sapiens	Homo sapiens
4354	NRBP2	GCN1L1	408	physical	Homo sapiens	Homo sapiens
4355	NRBP2	TSC22D3	544	physical	Homo sapiens	Homo sapiens
4356	NRBP2	AMBRA1	612	physical	Homo sapiens	Homo sapiens
4357	NRBP2	NRBP1	1156	physical	Homo sapiens	Homo sapiens
4358	NRBP2	SUGT1	646	physical	Homo sapiens	Homo sapiens
4359	NRBP2	TSC22D4	4760	physical	Homo sapiens	Homo sapiens
4360	IRAK4	SERPINB3	442	physical	Homo sapiens	Homo sapiens
4361	STK32B	SERPINB3	340	physical	Homo sapiens	Homo sapiens
4362	PIM2	CDC37	1411	physical	Homo sapiens	Homo sapiens
4363	PAK7	CDC42	374	physical	Homo sapiens	Homo sapiens
4364	PAK7	PLEC	510	physical	Homo sapiens	Homo sapiens
4365	PAK7	INA	646	physical	Homo sapiens	Homo sapiens
4366	STK26	STRN	10540	physical	Homo sapiens	Homo sapiens
4367	STK26	STRN3	4488	physical	Homo sapiens	Homo sapiens
4368	STK26	SLMAP	4012	physical	Homo sapiens	Homo sapiens
4369	STK26	STRIP1	2788	physical	Homo sapiens	Homo sapiens
4370	STK26	CTTNBP2	884	physical	Homo sapiens	Homo sapiens
4371	STK26	PDCD10	1292	physical	Homo sapiens	Homo sapiens
4372	STK26	STRN4	5236	physical	Homo sapiens	Homo sapiens
4373	STK26	FGFR1OP2	578	physical	Homo sapiens	Homo sapiens
4374	STK26	CTTNBP2NL	4998	physical	Homo sapiens	Homo sapiens
4375	STK26	TAOK2	578	physical	Homo sapiens	Homo sapiens
4376	STK26	STRIP2	612	physical	Homo sapiens	Homo sapiens
4377	STK26	MOB4	782	physical	Homo sapiens	Homo sapiens
4378	STK26	STK24	27506	physical	Homo sapiens	Homo sapiens
4379	RPS6KB2	ACACB	9452	physical	Homo sapiens	Homo sapiens
4380	RPS6KB2	ACACA	820.6363636	physical	Homo sapiens	Homo sapiens
4381	PRKAG3	DNAJB1	306	physical	Homo sapiens	Homo sapiens
4382	PRKAG3	PRKAA2	918	physical	Homo sapiens	Homo sapiens
4383	PRKAG3	VBP1	442	physical	Homo sapiens	Homo sapiens
4384	PRKAG3	PRKAA1	1496	physical	Homo sapiens	Homo sapiens
4385	PRKAG3	CAMK2D	408	physical	Homo sapiens	Homo sapiens
4386	PRKAG3	GCN1L1	374	physical	Homo sapiens	Homo sapiens
4387	PRKAG3	DNAJA3	340	physical	Homo sapiens	Homo sapiens
4388	PRKAG3	PFDN5	544	physical	Homo sapiens	Homo sapiens
4389	PRKAG3	CACYBP	544	physical	Homo sapiens	Homo sapiens
4390	PRKAG3	PFDN2	408	physical	Homo sapiens	Homo sapiens
4391	PRKAG3	STUB1	340	physical	Homo sapiens	Homo sapiens
4392	PRKAG3	PRKAB1	442	physical	Homo sapiens	Homo sapiens
4393	PRKAG2	PRKAA2	918	physical	Homo sapiens	Homo sapiens
4394	PRKAG2	PRKAA1	1598	physical	Homo sapiens	Homo sapiens
4395	PRKAG2	PRKAB1	476	physical	Homo sapiens	Homo sapiens
4396	TBK1	TBKBP1	4624	physical	Homo sapiens	Homo sapiens
4397	TBK1	TXLNA	884	physical	Homo sapiens	Homo sapiens
4398	TBK1	TRAF2	1734	physical	Homo sapiens	Homo sapiens
4399	TBK1	CALCOCO2	578	physical	Homo sapiens	Homo sapiens
4400	TBK1	TANK	3298	physical	Homo sapiens	Homo sapiens
4401	TBK1	AZI2	2006	physical	Homo sapiens	Homo sapiens
4402	NRBP1	TSC22D2	3842	physical	Homo sapiens	Homo sapiens
4403	NRBP1	TCEB1	8262	physical	Homo sapiens	Homo sapiens
4404	NRBP1	TCEB2	20944	physical	Homo sapiens	Homo sapiens
4405	NRBP1	TSC22D1	2108	physical	Homo sapiens	Homo sapiens
4406	NRBP1	TSC22D3	408	physical	Homo sapiens	Homo sapiens
4407	NRBP1	TSC22D4	6732	physical	Homo sapiens	Homo sapiens
4408	HSPB8	VWA8	3774	physical	Homo sapiens	Homo sapiens
4409	HSPB8	ATP2A1	578	physical	Homo sapiens	Homo sapiens
4410	HSPB8	BAG3	20332	physical	Homo sapiens	Homo sapiens
4411	HSPB8	MYL1	340	physical	Homo sapiens	Homo sapiens
4412	HSPB8	TPM2	612	physical	Homo sapiens	Homo sapiens
4413	HSPB8	TPM1	680	physical	Homo sapiens	Homo sapiens
4414	HSPB8	MYH3	2618	physical	Homo sapiens	Homo sapiens
4415	HSPB8	PYGB	476	physical	Homo sapiens	Homo sapiens
4416	HSPB8	PYGM	646	physical	Homo sapiens	Homo sapiens
4417	HSPB8	MYH1	5032	physical	Homo sapiens	Homo sapiens
4418	HSPB8	MYH6	2448	physical	Homo sapiens	Homo sapiens
4419	HSPB8	MYH8	4556	physical	Homo sapiens	Homo sapiens
4420	HSPB8	ATP2A2	578	physical	Homo sapiens	Homo sapiens
4421	HSPB8	ACTN2	1156	physical	Homo sapiens	Homo sapiens
4422	HSPB8	USP11	362.6666667	physical	Homo sapiens	Homo sapiens
4423	HSPB8	MLF2	1632	physical	Homo sapiens	Homo sapiens
4424	HSPB8	DNAJC10	748	physical	Homo sapiens	Homo sapiens
4425	HSPB8	EXPH5	306	physical	Homo sapiens	Homo sapiens
4426	HSPB8	TTN	374	physical	Homo sapiens	Homo sapiens
4427	HSPB8	NUDT12	374	physical	Homo sapiens	Homo sapiens
4428	HSPB8	MYH2	4454	physical	Homo sapiens	Homo sapiens
4429	HSPB8	MYH4	5100	physical	Homo sapiens	Homo sapiens
4430	RPS6KA6	NF1	306	physical	Homo sapiens	Homo sapiens
4431	RPS6KA6	MAP2K2	1020	physical	Homo sapiens	Homo sapiens
4432	RPS6KA6	GGA2	340	physical	Homo sapiens	Homo sapiens
4433	TNIK	STRN	544	physical	Homo sapiens	Homo sapiens
4434	TNIK	STRN3	544	physical	Homo sapiens	Homo sapiens
4435	TNIK	CALCOCO2	884	physical	Homo sapiens	Homo sapiens
4436	TNIK	PRKG1	612	physical	Homo sapiens	Homo sapiens
4437	TNIK	KIF7	306	physical	Homo sapiens	Homo sapiens
4438	TNIK	PTRF	306	physical	Homo sapiens	Homo sapiens
4439	TNIK	MINK1	5984	physical	Homo sapiens	Homo sapiens
4440	TNIK	SIKE1	306	physical	Homo sapiens	Homo sapiens
4441	TNIK	NDEL1	340	physical	Homo sapiens	Homo sapiens
4442	TNIK	STRN4	918	physical	Homo sapiens	Homo sapiens
4443	TNIK	FGFR1OP2	374	physical	Homo sapiens	Homo sapiens
4444	TNIK	NDE1	544	physical	Homo sapiens	Homo sapiens
4445	TNIK	CTTNBP2NL	850	physical	Homo sapiens	Homo sapiens
4446	TLK1	DYNLL1	918	physical	Homo sapiens	Homo sapiens
4447	TLK1	TLK2	19482	physical	Homo sapiens	Homo sapiens
4448	TLK1	DYNLL2	374	physical	Homo sapiens	Homo sapiens
4449	TLK1	ABHD14B	476	physical	Homo sapiens	Homo sapiens
4450	TAOK2	AIP	510	physical	Homo sapiens	Homo sapiens
4451	TAOK2	STK25	578	physical	Homo sapiens	Homo sapiens
4452	TAOK2	CTSA	612	physical	Homo sapiens	Homo sapiens
4453	TAOK2	GLB1	1632	physical	Homo sapiens	Homo sapiens
4454	TAOK2	HADHA	510	physical	Homo sapiens	Homo sapiens
4455	TAOK2	ALDH18A1	612	physical	Homo sapiens	Homo sapiens
4456	TAOK2	HADHB	408	physical	Homo sapiens	Homo sapiens
4457	TAOK2	TAOK1	10506	physical	Homo sapiens	Homo sapiens
4458	TAOK2	KLHL36	374	physical	Homo sapiens	Homo sapiens
4459	TAOK2	TAOK3	1734	physical	Homo sapiens	Homo sapiens
4460	TAOK2	STK26	918	physical	Homo sapiens	Homo sapiens
4461	TAOK2	STK24	884	physical	Homo sapiens	Homo sapiens
4462	SRPK3	SON	408	physical	Homo sapiens	Homo sapiens
4463	SRPK3	U2AF2	952	physical	Homo sapiens	Homo sapiens
4464	SRPK3	RBM34	340	physical	Homo sapiens	Homo sapiens
4465	SRPK3	SRPK2	476	physical	Homo sapiens	Homo sapiens
4466	SRPK3	PRPF4B	340	physical	Homo sapiens	Homo sapiens
4467	SRPK3	KRR1	374	physical	Homo sapiens	Homo sapiens
4468	SRPK3	RBM39	748	physical	Homo sapiens	Homo sapiens
4469	SRPK3	RRP1B	340	physical	Homo sapiens	Homo sapiens
4470	SRPK3	PDCD11	476	physical	Homo sapiens	Homo sapiens
4471	SRPK3	KIAA0020	306	physical	Homo sapiens	Homo sapiens
4472	SRPK3	ATAD3B	408	physical	Homo sapiens	Homo sapiens
4473	SRPK3	DHX30	646	physical	Homo sapiens	Homo sapiens
4474	SRPK3	DDX54	442	physical	Homo sapiens	Homo sapiens
4475	SRPK3	SRPK1	578	physical	Homo sapiens	Homo sapiens
4476	SRPK3	CDC5L	306	physical	Homo sapiens	Homo sapiens
4477	SRPK3	EBNA1BP2	646	physical	Homo sapiens	Homo sapiens
4478	SRPK3	C7orf50	306	physical	Homo sapiens	Homo sapiens
4479	SRPK3	GTPBP4	748	physical	Homo sapiens	Homo sapiens
4480	SRPK3	NAT10	408	physical	Homo sapiens	Homo sapiens
4481	SRPK3	LUC7L	340	physical	Homo sapiens	Homo sapiens
4482	SRPK3	PPAN	340	physical	Homo sapiens	Homo sapiens
4483	SRPK3	RBM28	442	physical	Homo sapiens	Homo sapiens
4484	SRPK3	PUF60	646	physical	Homo sapiens	Homo sapiens
4485	SRPK3	MRTO4	544	physical	Homo sapiens	Homo sapiens
4486	SRPK3	LUC7L2	408	physical	Homo sapiens	Homo sapiens
4487	ICK	MAST4	680	physical	Homo sapiens	Homo sapiens
4488	ICK	KIAA0556	2210	physical	Homo sapiens	Homo sapiens
4489	ICK	FKBP5	2482	physical	Homo sapiens	Homo sapiens
4490	ICK	CDC37	3893	physical	Homo sapiens	Homo sapiens
4491	ICK	SMYD2	442	physical	Homo sapiens	Homo sapiens
4492	CDK11A	CSNK2A2	1972	physical	Homo sapiens	Homo sapiens
4493	CDK11A	CSNK2B	3128	physical	Homo sapiens	Homo sapiens
4494	CDK11A	CSNK2A1	8092	physical	Homo sapiens	Homo sapiens
4495	CDK11A	ZC3H18	1224	physical	Homo sapiens	Homo sapiens
4496	CDK11A	WDR6	340	physical	Homo sapiens	Homo sapiens
4497	AURKC	ANXA1	816	physical	Homo sapiens	Homo sapiens
4498	AURKC	CDC37	1241	physical	Homo sapiens	Homo sapiens
4499	AURKC	INCENP	340	physical	Homo sapiens	Homo sapiens
4500	AURKC	CRNN	340	physical	Homo sapiens	Homo sapiens
4501	CAMK2A	OGT	476	physical	Homo sapiens	Homo sapiens
4502	CAMK2A	NUP214	918	physical	Homo sapiens	Homo sapiens
4503	CAMK2A	CAMK2B	28526	physical	Homo sapiens	Homo sapiens
4504	CAMK2A	CAMK2G	10523	physical	Homo sapiens	Homo sapiens
4505	CAMK2A	CAMK2D	29036	physical	Homo sapiens	Homo sapiens
4506	CAMK2A	ITPR3	680	physical	Homo sapiens	Homo sapiens
4507	CAMK2A	ZMYM1	680	physical	Homo sapiens	Homo sapiens
4508	CAMK2A	CKAP2	442	physical	Homo sapiens	Homo sapiens
4509	CAMK2A	SNRK	850	physical	Homo sapiens	Homo sapiens
4510	MAST1	ACOT8	374	physical	Homo sapiens	Homo sapiens
4511	MAST1	MAST4	510	physical	Homo sapiens	Homo sapiens
4512	MAST1	AHCYL1	1360	physical	Homo sapiens	Homo sapiens
4513	MAST1	RNASEH2A	646	physical	Homo sapiens	Homo sapiens
4514	MAST1	IPO7	986	physical	Homo sapiens	Homo sapiens
4515	MAST1	CSNK2A2	408	physical	Homo sapiens	Homo sapiens
4516	MAST1	MCC	408	physical	Homo sapiens	Homo sapiens
4517	MAST1	PPP2R1B	612	physical	Homo sapiens	Homo sapiens
4518	MAST1	CTNNB1	442	physical	Homo sapiens	Homo sapiens
4519	MAST1	SERPINB4	374	physical	Homo sapiens	Homo sapiens
4520	MAST1	DAP3	1088	physical	Homo sapiens	Homo sapiens
4521	MAST1	RPS15	748	physical	Homo sapiens	Homo sapiens
4522	MAST1	CSNK2B	306	physical	Homo sapiens	Homo sapiens
4523	MAST1	CSNK2A1	1156	physical	Homo sapiens	Homo sapiens
4524	MAST1	MRPS22	1190	physical	Homo sapiens	Homo sapiens
4525	MAST1	MRPS25	408	physical	Homo sapiens	Homo sapiens
4526	MAST1	MRPS10	306	physical	Homo sapiens	Homo sapiens
4527	MAST1	MRPS35	952	physical	Homo sapiens	Homo sapiens
4528	MAST1	MRPS5	1088	physical	Homo sapiens	Homo sapiens
4529	MAST1	MRPS11	340	physical	Homo sapiens	Homo sapiens
4530	MAST1	MRPS15	442	physical	Homo sapiens	Homo sapiens
4531	MAST1	MRPS34	714	physical	Homo sapiens	Homo sapiens
4532	MAST1	MRPS6	306	physical	Homo sapiens	Homo sapiens
4533	MAST1	MRPS9	1020	physical	Homo sapiens	Homo sapiens
4534	MAST1	BYSL	1190	physical	Homo sapiens	Homo sapiens
4535	MAST1	ARHGEF7	1462	physical	Homo sapiens	Homo sapiens
4536	MAST1	GIT2	578	physical	Homo sapiens	Homo sapiens
4537	MAST1	LRRC41	1734	physical	Homo sapiens	Homo sapiens
4538	MAST1	TCEB1	340	physical	Homo sapiens	Homo sapiens
4539	MAST1	TCEB2	442	physical	Homo sapiens	Homo sapiens
4540	MAST1	TSR1	748	physical	Homo sapiens	Homo sapiens
4541	MAST1	RRP12	1938	physical	Homo sapiens	Homo sapiens
4542	MAST1	SMYD5	442	physical	Homo sapiens	Homo sapiens
4543	MAST1	LARP1	374	physical	Homo sapiens	Homo sapiens
4544	MAST1	DHX30	884	physical	Homo sapiens	Homo sapiens
4545	MAST1	KRI1	306	physical	Homo sapiens	Homo sapiens
4546	MAST1	VANGL1	1802	physical	Homo sapiens	Homo sapiens
4547	MAST1	MRPS27	748	physical	Homo sapiens	Homo sapiens
4548	MAST1	MRPS31	918	physical	Homo sapiens	Homo sapiens
4549	MAST1	USP9X	476	physical	Homo sapiens	Homo sapiens
4550	MAST1	MRPS24	340	physical	Homo sapiens	Homo sapiens
4551	MAST1	PTCD3	1088	physical	Homo sapiens	Homo sapiens
4552	MAST1	LTV1	612	physical	Homo sapiens	Homo sapiens
4553	MAST1	AHCYL2	1666	physical	Homo sapiens	Homo sapiens
4554	MAST1	STRBP	340	physical	Homo sapiens	Homo sapiens
4555	MAST1	EBNA1BP2	510	physical	Homo sapiens	Homo sapiens
4556	MAST1	LZTS2	1088	physical	Homo sapiens	Homo sapiens
4557	MAST1	MRPS26	748	physical	Homo sapiens	Homo sapiens
4558	MAST1	GTPBP4	748	physical	Homo sapiens	Homo sapiens
4559	MAST1	UBE2O	408	physical	Homo sapiens	Homo sapiens
4560	MAST1	YTHDC2	442	physical	Homo sapiens	Homo sapiens
4561	MAST1	MRPL44	340	physical	Homo sapiens	Homo sapiens
4562	MAST1	MOV10	884	physical	Homo sapiens	Homo sapiens
4563	MAST1	MRPL47	306	physical	Homo sapiens	Homo sapiens
4564	MAST1	RBM28	340	physical	Homo sapiens	Homo sapiens
4565	MAST1	SIPA1L2	476	physical	Homo sapiens	Homo sapiens
4566	MAST1	VANGL2	1054	physical	Homo sapiens	Homo sapiens
4567	MAST1	MRPS17	306	physical	Homo sapiens	Homo sapiens
4568	MAST1	MRPS7	850	physical	Homo sapiens	Homo sapiens
4569	MAST1	GIT1	1598	physical	Homo sapiens	Homo sapiens
4570	MAST1	MRPS2	612	physical	Homo sapiens	Homo sapiens
4571	MAST1	MRPS16	442	physical	Homo sapiens	Homo sapiens
4572	MAST1	MRPS23	748	physical	Homo sapiens	Homo sapiens
4573	MAST1	MRPS18B	646	physical	Homo sapiens	Homo sapiens
4574	MAST1	SLC4A7	1904	physical	Homo sapiens	Homo sapiens
4575	SIK3	FKBP5	2210	physical	Homo sapiens	Homo sapiens
4576	SIK3	CACYBP	1292	physical	Homo sapiens	Homo sapiens
4577	MAP3K2	EPB41L2	578	physical	Homo sapiens	Homo sapiens
4578	MAP3K2	YWHAG	330.2857143	physical	Homo sapiens	Homo sapiens
4579	MAP3K2	YWHAH	503.2	physical	Homo sapiens	Homo sapiens
4580	MAP3K2	MAP2K5	374	physical	Homo sapiens	Homo sapiens
4581	MAP3K2	TRAF7	1734	physical	Homo sapiens	Homo sapiens
4582	DYRK1B	RB1	1836	physical	Homo sapiens	Homo sapiens
4583	DYRK1B	PRKAR1A	782	physical	Homo sapiens	Homo sapiens
4584	DYRK1B	CDK2	612	physical	Homo sapiens	Homo sapiens
4585	DYRK1B	RBL1	1190	physical	Homo sapiens	Homo sapiens
4586	DYRK1B	CTBP2	1292	physical	Homo sapiens	Homo sapiens
4587	DYRK1B	DCAF7	28560	physical	Homo sapiens	Homo sapiens
4588	DYRK1B	DYNLL1	340	physical	Homo sapiens	Homo sapiens
